,group,group_name,start,end,width,tx_id,exon_id,exon_rank,seq_start,seq_end,seq_name,seq_strand
34743,34743,NA,-1,-1,1,NA,NA,NA,62646612,62646613,chr11,-
34744,34744,NA,-1,-1,1,NA,NA,NA,94895798,94895799,chr8,+
34745,34745,NA,-1,-1,1,NA,NA,NA,18541944,18541945,chr19,-
34746,34746,NA,-1,-1,1,NA,NA,NA,98056738,98056739,chr9,+
34747,34747,NA,-1,-1,1,NA,NA,NA,8443018,8443019,chr21,+
34748,34748,NA,-1,-1,1,NA,NA,NA,994059,994060,chr19,+
34749,34749,NA,-1,-1,1,NA,NA,NA,109334367,109334368,chr8,+
34750,34750,NA,-1,-1,1,NA,NA,NA,27490145,27490146,chr1,-
34751,34751,NA,-1,-1,1,NA,NA,NA,115220,115221,chrUn_GL000220v1,+
34752,34752,NA,-1,-1,1,NA,NA,NA,143586230,143586231,chr8,-
34753,34753,NA,-1,-1,1,NA,NA,NA,21002549,21002550,chr22,+
34754,34754,NA,-1,-1,1,NA,NA,NA,132947,132948,chr22_KI270733v1_random,+
34755,34755,NA,-1,-1,1,NA,NA,NA,14120414,14120415,chr19,-
34756,34756,NA,-1,-1,1,NA,NA,NA,32437995,32437996,chr20,+
34757,34757,NA,-1,-1,1,NA,NA,NA,2115312,2115313,chr19,-
34758,34758,NA,-1,-1,1,NA,NA,NA,184174854,184174855,chr3,+
34759,34759,NA,-1,-1,1,NA,NA,NA,55236725,55236726,chr19,-
34760,34760,NA,-1,-1,1,NA,NA,NA,144790439,144790440,chr8,-
34761,34761,NA,-1,-1,1,NA,NA,NA,2536669,2536670,chr4,+
34762,34762,NA,-1,-1,1,NA,NA,NA,110915052,110915053,chr13,-
34763,34763,NA,-1,-1,1,NA,NA,NA,87702232,87702233,chr6,-
34764,34764,NA,-1,-1,1,NA,NA,NA,161020,161021,chrUn_GL000220v1,+
34765,34765,NA,-1,-1,1,NA,NA,NA,151240202,151240203,chr7,-
34766,34766,NA,-1,-1,1,NA,NA,NA,55645100,55645101,chr19,+
34767,34767,NA,-1,-1,1,NA,NA,NA,37514748,37514749,chr1,-
34768,34768,NA,-1,-1,1,NA,NA,NA,1095380,1095381,chr19,-
34769,34769,NA,-1,-1,1,NA,NA,NA,43789527,43789528,chr21,+
34770,34770,NA,-1,-1,1,NA,NA,NA,64778391,64778392,chr11,-
34771,34771,NA,-1,-1,1,NA,NA,NA,231461988,231461989,chr2,-
34772,34772,NA,-1,-1,1,NA,NA,NA,13379348,13379349,chrX,-
34773,34773,NA,-1,-1,1,NA,NA,NA,178153836,178153837,chr5,-
34774,34774,NA,-1,-1,1,NA,NA,NA,46284230,46284231,chr21,-
34775,34775,NA,-1,-1,1,NA,NA,NA,29808092,29808093,chr16,+
34776,34776,NA,-1,-1,1,NA,NA,NA,63708038,63708039,chr20,+
34777,34777,NA,-1,-1,1,NA,NA,NA,74196639,74196640,chr7,+
34778,34778,NA,-1,-1,1,NA,NA,NA,27143680,27143681,chr7,-
34779,34779,NA,-1,-1,1,NA,NA,NA,244863933,244863934,chr1,-
34780,34780,NA,-1,-1,1,NA,NA,NA,3977996,3977997,chr19,-
34781,34781,NA,-1,-1,1,NA,NA,NA,189923999,189924000,chr2,+
34782,34782,NA,-1,-1,1,NA,NA,NA,74254423,74254424,chr7,-
34783,34783,NA,-1,-1,1,NA,NA,NA,65890769,65890770,chr11,+
34784,34784,NA,-1,-1,1,NA,NA,NA,27070690,27070691,chr2,-
34785,34785,NA,-1,-1,1,NA,NA,NA,122981161,122981162,chr12,+
34786,34786,NA,-1,-1,1,NA,NA,NA,63272814,63272815,chr20,+
34787,34787,NA,-1,-1,1,NA,NA,NA,17810709,17810710,chr4,-
34788,34788,NA,-1,-1,1,NA,NA,NA,56158361,56158362,chr12,+
34789,34789,NA,-1,-1,1,NA,NA,NA,28518242,28518243,chr1,+
34790,34790,NA,-1,-1,1,NA,NA,NA,66510641,66510642,chr11,+
34791,34791,NA,-1,-1,1,NA,NA,NA,63839125,63839126,chr11,+
34792,34792,NA,-1,-1,1,NA,NA,NA,2834351,2834352,chr19,+
34793,34793,NA,-1,-1,1,NA,NA,NA,1313599,1313600,chr1,+
34794,34794,NA,-1,-1,1,NA,NA,NA,8398789,8398790,chr21,+
34795,34795,NA,-1,-1,1,NA,NA,NA,66059972,66059973,chr11,+
34796,34796,NA,-1,-1,1,NA,NA,NA,45111696,45111697,chr7,-
34797,34797,NA,-1,-1,1,NA,NA,NA,202238563,202238564,chr2,-
34798,34798,NA,-1,-1,1,NA,NA,NA,43596646,43596647,chr19,+
34799,34799,NA,-1,-1,1,NA,NA,NA,35510521,35510522,chr19,-
34800,34800,NA,-1,-1,1,NA,NA,NA,34516395,34516396,chr20,+
34801,34801,NA,-1,-1,1,NA,NA,NA,39520562,39520563,chr22,+
34802,34802,NA,-1,-1,1,NA,NA,NA,134137,134138,chr22_KI270733v1_random,+
34803,34803,NA,-1,-1,1,NA,NA,NA,2513971,2513972,chr16,+
34804,34804,NA,-1,-1,1,NA,NA,NA,29810678,29810679,chr16,+
34805,34805,NA,-1,-1,1,NA,NA,NA,64318250,64318251,chr11,+
34806,34806,NA,-1,-1,1,NA,NA,NA,156572564,156572565,chr1,-
34807,34807,NA,-1,-1,1,NA,NA,NA,179765893,179765894,chr5,+
34808,34808,NA,-1,-1,1,NA,NA,NA,158644752,158644753,chr6,-
34809,34809,NA,-1,-1,1,NA,NA,NA,3979959,3979960,chr19,-
34810,34810,NA,-1,-1,1,NA,NA,NA,1309679,1309680,chr16,+
34811,34811,NA,-1,-1,1,NA,NA,NA,151405860,151405861,chr1,-
34812,34812,NA,-1,-1,1,NA,NA,NA,36397892,36397893,chr1,-
34813,34813,NA,-1,-1,1,NA,NA,NA,159621,159622,chr22_KI270876v1_alt,-
34814,34814,NA,-1,-1,1,NA,NA,NA,975527,975528,chr7,-
34815,34815,NA,-1,-1,1,NA,NA,NA,128739371,128739372,chr7,+
34816,34816,NA,-1,-1,1,NA,NA,NA,15929433,15929434,chr1,+
34817,34817,NA,-1,-1,1,NA,NA,NA,21140577,21140578,chr13,+
34818,34818,NA,-1,-1,1,NA,NA,NA,28236120,28236121,chr1,+
34819,34819,NA,-1,-1,1,NA,NA,NA,35648325,35648326,chr19,+
34820,34820,NA,-1,-1,1,NA,NA,NA,18323066,18323067,chr19,-
34821,34821,NA,-1,-1,1,NA,NA,NA,45917874,45917875,chr11,-
34822,34822,NA,-1,-1,1,NA,NA,NA,41361346,41361347,chr20,-
34823,34823,NA,-1,-1,1,NA,NA,NA,100706090,100706091,chr7,+
34824,34824,NA,-1,-1,1,NA,NA,NA,6534818,6534819,chr12,+
34825,34825,NA,-1,-1,1,NA,NA,NA,7578545,7578546,chr17,+
34826,34826,NA,-1,-1,1,NA,NA,NA,19312143,19312144,chr1,-
34827,34827,NA,-1,-1,1,NA,NA,NA,109998,109999,chrUn_GL000220v1,+
34828,34828,NA,-1,-1,1,NA,NA,NA,73234307,73234308,chr2,+
34829,34829,NA,-1,-1,1,NA,NA,NA,89560955,89560956,chr16,+
34830,34830,NA,-1,-1,1,NA,NA,NA,103521367,103521368,chr14,-
34831,34831,NA,-1,-1,1,NA,NA,NA,35568106,35568107,chr17,+
34832,34832,NA,-1,-1,1,NA,NA,NA,39391091,39391092,chr19,-
34833,34833,NA,-1,-1,1,NA,NA,NA,124623245,124623246,chr10,-
34834,34834,NA,-1,-1,1,NA,NA,NA,7222413,7222414,chr17,+
34835,34835,NA,-1,-1,1,NA,NA,NA,75566378,75566379,chr16,+
34836,34836,NA,-1,-1,1,NA,NA,NA,25362228,25362229,chr21,+
34837,34837,NA,-1,-1,1,NA,NA,NA,1106448,1106449,chr19,+
34838,34838,NA,-1,-1,1,NA,NA,NA,113164157,113164158,chr12,-
34839,34839,NA,-1,-1,1,NA,NA,NA,5207,5208,chrM,+
34840,34840,NA,-1,-1,1,NA,NA,NA,100529397,100529398,chr10,-
34841,34841,NA,-1,-1,1,NA,NA,NA,50384349,50384350,chr19,+
34842,34842,NA,-1,-1,1,NA,NA,NA,18324507,18324508,chr17,+
34843,34843,NA,-1,-1,1,NA,NA,NA,38733551,38733552,chr17,+
34844,34844,NA,-1,-1,1,NA,NA,NA,47218711,47218712,chrX,+
34845,34845,NA,-1,-1,1,NA,NA,NA,108731517,108731518,chr12,-
34846,34846,NA,-1,-1,1,NA,NA,NA,108733615,108733616,chrX,-
34847,34847,NA,-1,-1,1,NA,NA,NA,42250451,42250452,chr19,-
34848,34848,NA,-1,-1,1,NA,NA,NA,49677266,49677267,chr19,+
34849,34849,NA,-1,-1,1,NA,NA,NA,53028034,53028035,chr12,+
34850,34850,NA,-1,-1,1,NA,NA,NA,20387715,20387716,chr11,+
34851,34851,NA,-1,-1,1,NA,NA,NA,355720,355721,chr19_GL949746v1_alt,+
34852,34852,NA,-1,-1,1,NA,NA,NA,154412100,154412101,chrX,-
34853,34853,NA,-1,-1,1,NA,NA,NA,41334161,41334162,chrX,+
34854,34854,NA,-1,-1,1,NA,NA,NA,151763495,151763496,chr1,-
34855,34855,NA,-1,-1,1,NA,NA,NA,38392734,38392735,chr9,+
34856,34856,NA,-1,-1,1,NA,NA,NA,218266953,218266954,chr2,-
34857,34857,NA,-1,-1,1,NA,NA,NA,62559833,62559834,chr11,-
34858,34858,NA,-1,-1,1,NA,NA,NA,1286864,1286865,chr6_GL000254v2_alt,+
34859,34859,NA,-1,-1,1,NA,NA,NA,39315479,39315480,chr22,-
34860,34860,NA,-1,-1,1,NA,NA,NA,27132611,27132612,chr2,-
34861,34861,NA,-1,-1,1,NA,NA,NA,681088,681089,chr11,-
34862,34862,NA,-1,-1,1,NA,NA,NA,154379285,154379286,chrX,+
34863,34863,NA,-1,-1,1,NA,NA,NA,18543507,18543508,chr19,-
34864,34864,NA,-1,-1,1,NA,NA,NA,681224,681225,chr16,+
34865,34865,NA,-1,-1,1,NA,NA,NA,149239657,149239658,chr7,+
34866,34866,NA,-1,-1,1,NA,NA,NA,76699754,76699755,chr1,+
34867,34867,NA,-1,-1,1,NA,NA,NA,34516432,34516433,chr20,+
34868,34868,NA,-1,-1,1,NA,NA,NA,7931945,7931946,chr17,-
34869,34869,NA,-1,-1,1,NA,NA,NA,143288444,143288445,chr7,+
34870,34870,NA,-1,-1,1,NA,NA,NA,30968618,30968619,chr22,-
34871,34871,NA,-1,-1,1,NA,NA,NA,136687436,136687437,chr9,-
34872,34872,NA,-1,-1,1,NA,NA,NA,65920576,65920577,chr11,+
34873,34873,NA,-1,-1,1,NA,NA,NA,102120098,102120099,chr12,-
34874,34874,NA,-1,-1,1,NA,NA,NA,53889791,53889792,chr1,-
34875,34875,NA,-1,-1,1,NA,NA,NA,21642321,21642322,chr22,+
34876,34876,NA,-1,-1,1,NA,NA,NA,37179331,37179332,chr20,+
34877,34877,NA,-1,-1,1,NA,NA,NA,80519380,80519381,chr8,+
34878,34878,NA,-1,-1,1,NA,NA,NA,34236932,34236933,chr6,+
34879,34879,NA,-1,-1,1,NA,NA,NA,1608057,1608058,chr6,-
34880,34880,NA,-1,-1,1,NA,NA,NA,3083568,3083569,chr6_GL000255v2_alt,+
34881,34881,NA,-1,-1,1,NA,NA,NA,60842112,60842113,chr11,+
34882,34882,NA,-1,-1,1,NA,NA,NA,10694965,10694966,chr6,+
34883,34883,NA,-1,-1,1,NA,NA,NA,66499647,66499648,chr15,-
34884,34884,NA,-1,-1,1,NA,NA,NA,44127419,44127420,chr6,-
34885,34885,NA,-1,-1,1,NA,NA,NA,49128081,49128082,chr12,-
34886,34886,NA,-1,-1,1,NA,NA,NA,2205431,2205432,chr16,+
34887,34887,NA,-1,-1,1,NA,NA,NA,153930119,153930120,chrX,-
34888,34888,NA,-1,-1,1,NA,NA,NA,62881087,62881088,chr11,+
34889,34889,NA,-1,-1,1,NA,NA,NA,96335800,96335801,chr2,+
34890,34890,NA,-1,-1,1,NA,NA,NA,185156950,185156951,chr1,-
34891,34891,NA,-1,-1,1,NA,NA,NA,17942719,17942720,chr19,+
34892,34892,NA,-1,-1,1,NA,NA,NA,124913283,124913284,chr12,-
34893,34893,NA,-1,-1,1,NA,NA,NA,118136209,118136210,chr12,+
34894,34894,NA,-1,-1,1,NA,NA,NA,137566126,137566127,chrX,+
34895,34895,NA,-1,-1,1,NA,NA,NA,236795291,236795292,chr1,+
34896,34896,NA,-1,-1,1,NA,NA,NA,29996073,29996074,chr16,-
34897,34897,NA,-1,-1,1,NA,NA,NA,110908,110909,chrUn_GL000220v1,+
34898,34898,NA,-1,-1,1,NA,NA,NA,91510297,91510298,chr14,-
34899,34899,NA,-1,-1,1,NA,NA,NA,108733372,108733373,chrX,-
34900,34900,NA,-1,-1,1,NA,NA,NA,155216473,155216474,chrX,+
34901,34901,NA,-1,-1,1,NA,NA,NA,45686526,45686527,chr1,-
34902,34902,NA,-1,-1,1,NA,NA,NA,50328191,50328192,chr3,-
34903,34903,NA,-1,-1,1,NA,NA,NA,23524154,23524155,chr16,-
34904,34904,NA,-1,-1,1,NA,NA,NA,17305871,17305872,chr19,+
34905,34905,NA,-1,-1,1,NA,NA,NA,100261011,100261012,chr3,+
34906,34906,NA,-1,-1,1,NA,NA,NA,67428493,67428494,chr11,+
34907,34907,NA,-1,-1,1,NA,NA,NA,144450379,144450380,chr8,-
34908,34908,NA,-1,-1,1,NA,NA,NA,38119649,38119650,chr19,+
34909,34909,NA,-1,-1,1,NA,NA,NA,32334777,32334778,chr1,-
34910,34910,NA,-1,-1,1,NA,NA,NA,17614645,17614646,chr4,+
34911,34911,NA,-1,-1,1,NA,NA,NA,87831624,87831625,chr16,-
34912,34912,NA,-1,-1,1,NA,NA,NA,132110,132111,chr22_KI270733v1_random,+
34913,34913,NA,-1,-1,1,NA,NA,NA,42938607,42938608,chr6,+
34914,34914,NA,-1,-1,1,NA,NA,NA,39522429,39522430,chr22,+
34915,34915,NA,-1,-1,1,NA,NA,NA,925742,925743,chr1,+
34916,34916,NA,-1,-1,1,NA,NA,NA,14029854,14029855,chrX,-
34917,34917,NA,-1,-1,1,NA,NA,NA,49094048,49094049,chr3,-
34918,34918,NA,-1,-1,1,NA,NA,NA,4948529,4948530,chr17,-
34919,34919,NA,-1,-1,1,NA,NA,NA,65739060,65739061,chrX,+
34920,34920,NA,-1,-1,1,NA,NA,NA,62653301,62653302,chr11,-
34921,34921,NA,-1,-1,1,NA,NA,NA,75405670,75405671,chr17,-
34922,34922,NA,-1,-1,1,NA,NA,NA,201955514,201955515,chr1,+
34923,34923,NA,-1,-1,1,NA,NA,NA,16306547,16306548,chr6,-
34924,34924,NA,-1,-1,1,NA,NA,NA,137551912,137551913,chr9,+
34925,34925,NA,-1,-1,1,NA,NA,NA,36050145,36050146,chr20,-
34926,34926,NA,-1,-1,1,NA,NA,NA,65629711,65629712,chr11,+
34927,34927,NA,-1,-1,1,NA,NA,NA,85642885,85642886,chr6,-
34928,34928,NA,-1,-1,1,NA,NA,NA,45779841,45779842,chr19,-
34929,34929,NA,-1,-1,1,NA,NA,NA,42964453,42964454,chr17,-
34930,34930,NA,-1,-1,1,NA,NA,NA,119693156,119693157,chrX,-
34931,34931,NA,-1,-1,1,NA,NA,NA,72277229,72277230,chrX,-
34932,34932,NA,-1,-1,1,NA,NA,NA,57229692,57229693,chr12,+
34933,34933,NA,-1,-1,1,NA,NA,NA,229635763,229635764,chr1,+
34934,34934,NA,-1,-1,1,NA,NA,NA,17797254,17797255,chr17,+
34935,34935,NA,-1,-1,1,NA,NA,NA,132710866,132710867,chr12,+
34936,34936,NA,-1,-1,1,NA,NA,NA,102944147,102944148,chr14,-
34937,34937,NA,-1,-1,1,NA,NA,NA,32437854,32437855,chr20,+
34938,34938,NA,-1,-1,1,NA,NA,NA,12806606,12806607,chr19,+
34939,34939,NA,-1,-1,1,NA,NA,NA,7577656,7577657,chr17,+
34940,34940,NA,-1,-1,1,NA,NA,NA,92706563,92706564,chr14,-
34941,34941,NA,-1,-1,1,NA,NA,NA,36784467,36784468,chr20,-
34942,34942,NA,-1,-1,1,NA,NA,NA,49666013,49666014,chr19,+
34943,34943,NA,-1,-1,1,NA,NA,NA,128945889,128945890,chr9,-
34944,34944,NA,-1,-1,1,NA,NA,NA,52213018,52213019,chr19,+
34945,34945,NA,-1,-1,1,NA,NA,NA,40801197,40801198,chr19,+
34946,34946,NA,-1,-1,1,NA,NA,NA,36534809,36534810,chr17,-
34947,34947,NA,-1,-1,1,NA,NA,NA,21802648,21802649,chr9,+
34948,34948,NA,-1,-1,1,NA,NA,NA,41002217,41002218,chr1,+
34949,34949,NA,-1,-1,1,NA,NA,NA,103777436,103777437,chr12,-
34950,34950,NA,-1,-1,1,NA,NA,NA,30892668,30892669,chr16,-
34951,34951,NA,-1,-1,1,NA,NA,NA,54053200,54053201,chr1,-
34952,34952,NA,-1,-1,1,NA,NA,NA,5678605,5678606,chr19,-
34953,34953,NA,-1,-1,1,NA,NA,NA,28399663,28399664,chr17,-
34954,34954,NA,-1,-1,1,NA,NA,NA,10069,10070,chr5_KI270898v1_alt,+
34955,34955,NA,-1,-1,1,NA,NA,NA,151046406,151046407,chr7,+
34956,34956,NA,-1,-1,1,NA,NA,NA,892883,892884,chr5,+
34957,34957,NA,-1,-1,1,NA,NA,NA,1773131,1773132,chr16,-
34958,34958,NA,-1,-1,1,NA,NA,NA,4796185,4796186,chr17,+
34959,34959,NA,-1,-1,1,NA,NA,NA,4940083,4940084,chr17,+
34960,34960,NA,-1,-1,1,NA,NA,NA,6493798,6493799,chr12,-
34961,34961,NA,-1,-1,1,NA,NA,NA,172842,172843,chr22_KI270733v1_random,+
34962,34962,NA,-1,-1,1,NA,NA,NA,100529464,100529465,chr10,-
34963,34963,NA,-1,-1,1,NA,NA,NA,144792420,144792421,chr8,-
34964,34964,NA,-1,-1,1,NA,NA,NA,132138292,132138293,chr12,-
34965,34965,NA,-1,-1,1,NA,NA,NA,109320,109321,chrUn_GL000220v1,+
34966,34966,NA,-1,-1,1,NA,NA,NA,10252240,10252241,chr19,+
34967,34967,NA,-1,-1,1,NA,NA,NA,12723931,12723932,chr19,-
34968,34968,NA,-1,-1,1,NA,NA,NA,72879356,72879357,chr7,+
34969,34969,NA,-1,-1,1,NA,NA,NA,153971262,153971263,chrX,-
34970,34970,NA,-1,-1,1,NA,NA,NA,17338620,17338621,chr19,+
34971,34971,NA,-1,-1,1,NA,NA,NA,75481693,75481694,chr13,-
34972,34972,NA,-1,-1,1,NA,NA,NA,176416538,176416539,chr5,-
34973,34973,NA,-1,-1,1,NA,NA,NA,2513967,2513968,chr16,+
34974,34974,NA,-1,-1,1,NA,NA,NA,46923138,46923139,chr17,+
34975,34975,NA,-1,-1,1,NA,NA,NA,128650864,128650865,chr3,-
34976,34976,NA,-1,-1,1,NA,NA,NA,200849697,200849698,chr1,+
34977,34977,NA,-1,-1,1,NA,NA,NA,30578996,30578997,chr22,-
34978,34978,NA,-1,-1,1,NA,NA,NA,214281225,214281226,chr1,+
34979,34979,NA,-1,-1,1,NA,NA,NA,5661737,5661738,chr19,+
34980,34980,NA,-1,-1,1,NA,NA,NA,79988562,79988563,chr18,-
34981,34981,NA,-1,-1,1,NA,NA,NA,218323,218324,chr5,+
34982,34982,NA,-1,-1,1,NA,NA,NA,132076,132077,chr22_KI270733v1_random,+
34983,34983,NA,-1,-1,1,NA,NA,NA,47271271,47271272,chr19,+
34984,34984,NA,-1,-1,1,NA,NA,NA,19446265,19446266,chr17,-
34985,34985,NA,-1,-1,1,NA,NA,NA,1781319,1781320,chr17,-
34986,34986,NA,-1,-1,1,NA,NA,NA,55678852,55678853,chr19,+
34987,34987,NA,-1,-1,1,NA,NA,NA,213284479,213284480,chr2,+
34988,34988,NA,-1,-1,1,NA,NA,NA,96702805,96702806,chr5,+
34989,34989,NA,-1,-1,1,NA,NA,NA,42966835,42966836,chr6,-
34990,34990,NA,-1,-1,1,NA,NA,NA,85464006,85464007,chr8,+
34991,34991,NA,-1,-1,1,NA,NA,NA,43229406,43229407,chr6,-
34992,34992,NA,-1,-1,1,NA,NA,NA,68784512,68784513,chr15,-
34993,34993,NA,-1,-1,1,NA,NA,NA,23324266,23324267,chr14,+
34994,34994,NA,-1,-1,1,NA,NA,NA,127668546,127668547,chr3,+
34995,34995,NA,-1,-1,1,NA,NA,NA,14136581,14136582,chr19,-
34996,34996,NA,-1,-1,1,NA,NA,NA,36070000,36070001,chr21,+
34997,34997,NA,-1,-1,1,NA,NA,NA,56688223,56688224,chr12,-
34998,34998,NA,-1,-1,1,NA,NA,NA,16197912,16197913,chr19,+
34999,34999,NA,-1,-1,1,NA,NA,NA,48957451,48957452,chr12,-
35000,35000,NA,-1,-1,1,NA,NA,NA,114623217,114623218,chr4,+
35001,35001,NA,-1,-1,1,NA,NA,NA,680505,680506,chr16,+
35002,35002,NA,-1,-1,1,NA,NA,NA,399710,399711,chr16,+
35003,35003,NA,-1,-1,1,NA,NA,NA,231786446,231786447,chr2,+
35004,35004,NA,-1,-1,1,NA,NA,NA,151758581,151758582,chr5,-
35005,35005,NA,-1,-1,1,NA,NA,NA,132679426,132679427,chr9,+
35006,35006,NA,-1,-1,1,NA,NA,NA,54135261,54135262,chr8,+
35007,35007,NA,-1,-1,1,NA,NA,NA,41802478,41802479,chr17,-
35008,35008,NA,-1,-1,1,NA,NA,NA,44537118,44537119,chr15,+
35009,35009,NA,-1,-1,1,NA,NA,NA,140567393,140567394,chr5,+
35010,35010,NA,-1,-1,1,NA,NA,NA,1104031,1104032,chr19,+
35011,35011,NA,-1,-1,1,NA,NA,NA,13486966,13486967,chr6,-
35012,35012,NA,-1,-1,1,NA,NA,NA,123042301,123042302,chr8,-
35013,35013,NA,-1,-1,1,NA,NA,NA,3046512,3046513,chr20,+
35014,35014,NA,-1,-1,1,NA,NA,NA,122981146,122981147,chr12,+
35015,35015,NA,-1,-1,1,NA,NA,NA,152025839,152025840,chr7,+
35016,35016,NA,-1,-1,1,NA,NA,NA,144521437,144521438,chr8,+
35017,35017,NA,-1,-1,1,NA,NA,NA,2470786,2470787,chr20,-
35018,35018,NA,-1,-1,1,NA,NA,NA,3979914,3979915,chr19,-
35019,35019,NA,-1,-1,1,NA,NA,NA,112013451,112013452,chr12,+
35020,35020,NA,-1,-1,1,NA,NA,NA,44457765,44457766,chr21,+
35021,35021,NA,-1,-1,1,NA,NA,NA,17229273,17229274,chr10,+
35022,35022,NA,-1,-1,1,NA,NA,NA,50485549,50485550,chr17,+
35023,35023,NA,-1,-1,1,NA,NA,NA,29810747,29810748,chr16,+
35024,35024,NA,-1,-1,1,NA,NA,NA,101617945,101617946,chrX,-
35025,35025,NA,-1,-1,1,NA,NA,NA,8216621,8216622,chr21,+
35026,35026,NA,-1,-1,1,NA,NA,NA,144428512,144428513,chr8,-
35027,35027,NA,-1,-1,1,NA,NA,NA,38899602,38899603,chr19,-
35028,35028,NA,-1,-1,1,NA,NA,NA,3209505,3209506,chr20,+
35029,35029,NA,-1,-1,1,NA,NA,NA,55974084,55974085,chr12,+
35030,35030,NA,-1,-1,1,NA,NA,NA,42017442,42017443,chr17,-
35031,35031,NA,-1,-1,1,NA,NA,NA,156054793,156054794,chr1,+
35032,35032,NA,-1,-1,1,NA,NA,NA,93083665,93083666,chr12,-
35033,35033,NA,-1,-1,1,NA,NA,NA,7900362,7900363,chr19,+
35034,35034,NA,-1,-1,1,NA,NA,NA,127761,127762,chr22_KI270733v1_random,+
35035,35035,NA,-1,-1,1,NA,NA,NA,128947698,128947699,chr9,+
35036,35036,NA,-1,-1,1,NA,NA,NA,119173793,119173794,chr11,+
35037,35037,NA,-1,-1,1,NA,NA,NA,38030544,38030545,chr8,+
35038,35038,NA,-1,-1,1,NA,NA,NA,43081309,43081310,chr3,-
35039,35039,NA,-1,-1,1,NA,NA,NA,45178462,45178463,chr22,+
35040,35040,NA,-1,-1,1,NA,NA,NA,81239363,81239364,chr17,+
35041,35041,NA,-1,-1,1,NA,NA,NA,38506336,38506337,chr22,-
35042,35042,NA,-1,-1,1,NA,NA,NA,23980350,23980351,chr1,-
35043,35043,NA,-1,-1,1,NA,NA,NA,8443735,8443736,chr21,+
35044,35044,NA,-1,-1,1,NA,NA,NA,2300312,2300313,chr17,-
35045,35045,NA,-1,-1,1,NA,NA,NA,151157761,151157762,chr5,-
35046,35046,NA,-1,-1,1,NA,NA,NA,26491815,26491816,chr22,+
35047,35047,NA,-1,-1,1,NA,NA,NA,120198902,120198903,chr12,-
35048,35048,NA,-1,-1,1,NA,NA,NA,100429378,100429379,chr7,+
35049,35049,NA,-1,-1,1,NA,NA,NA,177431,177432,chr22_KI270733v1_random,+
35050,35050,NA,-1,-1,1,NA,NA,NA,41469116,41469117,chr22,+
35051,35051,NA,-1,-1,1,NA,NA,NA,16738628,16738629,chr11,+
35052,35052,NA,-1,-1,1,NA,NA,NA,4721055,4721056,chr17,+
35053,35053,NA,-1,-1,1,NA,NA,NA,8102535,8102536,chr6,-
35054,35054,NA,-1,-1,1,NA,NA,NA,4792365,4792366,chr19,+
35055,35055,NA,-1,-1,1,NA,NA,NA,68207491,68207492,chr15,-
35056,35056,NA,-1,-1,1,NA,NA,NA,37465409,37465410,chr9,-
35057,35057,NA,-1,-1,1,NA,NA,NA,2938739,2938740,chr4,-
35058,35058,NA,-1,-1,1,NA,NA,NA,507499,507500,chr19,+
35059,35059,NA,-1,-1,1,NA,NA,NA,119095156,119095157,chr11,-
35060,35060,NA,-1,-1,1,NA,NA,NA,64506288,64506289,chr17,-
35061,35061,NA,-1,-1,1,NA,NA,NA,123036705,123036706,chr5,-
35062,35062,NA,-1,-1,1,NA,NA,NA,62715150,62715151,chr11,-
35063,35063,NA,-1,-1,1,NA,NA,NA,62856133,62856134,chr11,+
35064,35064,NA,-1,-1,1,NA,NA,NA,44582200,44582201,chr7,-
35065,35065,NA,-1,-1,1,NA,NA,NA,228743642,228743643,chr1,+
35066,35066,NA,-1,-1,1,NA,NA,NA,7629544,7629545,chr19,-
35067,35067,NA,-1,-1,1,NA,NA,NA,26472470,26472471,chr1,+
35068,35068,NA,-1,-1,1,NA,NA,NA,97983351,97983352,chr9,+
35069,35069,NA,-1,-1,1,NA,NA,NA,134459097,134459098,chr7,-
35070,35070,NA,-1,-1,1,NA,NA,NA,60981078,60981079,chr14,-
35071,35071,NA,-1,-1,1,NA,NA,NA,231711975,231711976,chr2,+
35072,35072,NA,-1,-1,1,NA,NA,NA,118246757,118246758,chr12,+
35073,35073,NA,-1,-1,1,NA,NA,NA,57317629,57317630,chr6,+
35074,35074,NA,-1,-1,1,NA,NA,NA,44490614,44490615,chr7,-
35075,35075,NA,-1,-1,1,NA,NA,NA,1407718,1407719,chr19,+
35076,35076,NA,-1,-1,1,NA,NA,NA,58007242,58007243,chr17,-
35077,35077,NA,-1,-1,1,NA,NA,NA,21140593,21140594,chr13,+
35078,35078,NA,-1,-1,1,NA,NA,NA,19192937,19192938,chr19,+
35079,35079,NA,-1,-1,1,NA,NA,NA,17859916,17859917,chr19,+
35080,35080,NA,-1,-1,1,NA,NA,NA,27621952,27621953,chr13,+
35081,35081,NA,-1,-1,1,NA,NA,NA,44200084,44200085,chr17,-
35082,35082,NA,-1,-1,1,NA,NA,NA,143604409,143604410,chr8,-
35083,35083,NA,-1,-1,1,NA,NA,NA,50290592,50290593,chr3,-
35084,35084,NA,-1,-1,1,NA,NA,NA,99181015,99181016,chr2,-
35085,35085,NA,-1,-1,1,NA,NA,NA,11442470,11442471,chr19,+
35086,35086,NA,-1,-1,1,NA,NA,NA,8444843,8444844,chr21,+
35087,35087,NA,-1,-1,1,NA,NA,NA,56688154,56688155,chr12,-
35088,35088,NA,-1,-1,1,NA,NA,NA,8443429,8443430,chr21,+
