chr	start	end	strand	label	gene_id	genomic_position	HCT116_model	n_reads	HEK293T_model	Arabidopsis_model
ENST00000279281	2332	2333	.	1	ENSG00000149823	65111479	0.22928736	58	0.41281494	0.10278084
ENST00000279281	2388	2389	.	0	ENSG00000149823	65111535	0.009353733	55	0.0826907	0.0054486273
ENST00000279281	2532	2533	.	0	ENSG00000149823	65111679	0.71734935	39	0.48970103	0.46606034
ENST00000279281	2545	2546	.	0	ENSG00000149823	65111692	0.06175698	47	0.16393135	0.29478726
ENST00000527646	1403	1404	.	0	ENSG00000149823	65109774	0.43015152	25	0.15049812	0.13668111
ENST00000527646	1463	1464	.	0	ENSG00000149823	65109834	0.10497832	23	0.30494267	0.008502388
ENST00000527646	1686	1687	.	0	ENSG00000149823	65110705	0.24026866	25	0.43918246	0.17636944
ENST00000527646	1775	1776	.	0	ENSG00000149823	65111339	0.2578716	25	0.065803096	0.028062701
ENST00000527646	1866	1867	.	1	ENSG00000149823	65111430	0.82794464	27	0.7189361	0.8655208
ENST00000527646	1915	1916	.	1	ENSG00000149823	65111479	0.6996358	27	0.52649355	0.1738305
ENST00000527646	1971	1972	.	0	ENSG00000149823	65111535	0.0152725335	21	0.058228232	0.011600435
ENST00000294258	185	186	.	0	ENSG00000162300	65084732	0.184497	20	0.15678665	0.03288274
ENST00000294258	205	206	.	0	ENSG00000162300	65084752	0.5160912	21	0.6537447	0.44903788
ENST00000294258	544	545	.	0	ENSG00000162300	65086593	0.5882598	20	0.53504395	0.04692887
ENST00000294258	649	650	.	0	ENSG00000162300	65086944	0.6143156	20	0.55522835	0.17169057
ENST00000294258	663	664	.	0	ENSG00000162300	65086958	0.0038802505	21	0.08498446	0.0014247298
ENST00000294258	813	814	.	0	ENSG00000162300	65087349	0.36724973	20	0.5315998	0.46846312
ENST00000294258	837	838	.	0	ENSG00000162300	65087373	0.6146578	22	0.6148671	0.05004821
ENST00000294258	849	850	.	0	ENSG00000162300	65087385	0.051509418	21	0.316855	0.0012852072
ENST00000294258	929	930	.	0	ENSG00000162300	65087959	0.18159783	21	0.100998655	0.0033045174
ENST00000294258	1026	1027	.	0	ENSG00000162300	65088056	0.044525992	23	0.15131721	0.04226296
ENST00000294258	1044	1045	.	0	ENSG00000162300	65088074	0.19388387	21	0.44130737	0.05945792
ENST00000294258	1056	1057	.	0	ENSG00000162300	65088086	0.34973866	20	0.25002438	0.67088604
ENST00000294258	1196	1197	.	0	ENSG00000162300	65088226	0.14490277	21	0.20112185	0.0855393
ENST00000294258	1204	1205	.	0	ENSG00000162300	65088234	0.15025046	21	0.29253137	0.55985606
ENST00000294258	1282	1283	.	0	ENSG00000162300	65088312	0.11908156	22	0.20518346	0.3218778
ENST00000545888	1669	1670	.	0	ENSG00000166986	57512321	0.0039780857	21	0.16391787	0.066073574
ENST00000545888	1711	1712	.	0	ENSG00000166986	57512760	0.67776144	22	0.5978373	0.21758294
ENST00000545888	1762	1763	.	0	ENSG00000166986	57512811	0.118211746	25	0.3128865	0.12411048
ENST00000545888	1774	1775	.	0	ENSG00000166986	57512823	0.114298545	27	0.3130455	0.008321166
ENST00000545888	1792	1793	.	0	ENSG00000166986	57512841	0.025529932	27	0.12212443	0.20253423
ENST00000545888	1837	1838	.	0	ENSG00000166986	57512886	0.2938636	29	0.41453376	0.007974898
ENST00000545888	1891	1892	.	0	ENSG00000166986	57512940	0.0006222129	32	0.08345387	0.018235838
ENST00000545888	2149	2150	.	0	ENSG00000166986	57515055	0.017151523	38	0.11476363	0.024736285
ENST00000545888	2166	2167	.	0	ENSG00000166986	57515163	0.32996854	39	0.49895048	0.08658725
ENST00000545888	2172	2173	.	0	ENSG00000166986	57515169	0.5955661	35	0.51361936	0.2889236
ENST00000545888	2295	2296	.	0	ENSG00000166986	57515292	0.0052185534	33	0.14880688	0.002240944
ENST00000545888	2299	2300	.	1	ENSG00000166986	57515296	0.16703515	35	0.36100182	0.561161
ENST00000545888	2324	2325	.	0	ENSG00000166986	57515321	0.47795516	29	0.47760996	0.12726936
ENST00000545888	2371	2372	.	0	ENSG00000166986	57515951	0.08944825	38	0.091821395	0.02111963
ENST00000545888	2698	2699	.	0	ENSG00000166986	57516278	0.2038919	32	0.5790526	0.0013271213
ENST00000545888	2749	2750	.	0	ENSG00000166986	57516329	0.23419502	38	0.2912	0.12591447
ENST00000545888	2754	2755	.	0	ENSG00000166986	57516334	0.012817418	39	0.12276141	0.009087634
ENST00000545888	2762	2763	.	0	ENSG00000166986	57516439	0.042505346	39	0.217175	0.178283
ENST00000545888	2775	2776	.	0	ENSG00000166986	57516452	0.5757771	34	0.6811136	0.21628782
ENST00000545888	2795	2796	.	0	ENSG00000166986	57516472	0.013246763	36	0.07284059	0.0011556149
ENST00000545888	2826	2827	.	0	ENSG00000166986	57516503	0.28591877	39	0.43136826	0.30072254
ENST00000545888	2844	2845	.	0	ENSG00000166986	57516521	0.029272532	38	0.09732398	0.00953834
ENST00000545888	2868	2869	.	0	ENSG00000166986	57516545	0.012890661	32	0.12442082	0.047592413
ENST00000545888	2908	2909	.	1	ENSG00000166986	57516585	0.6041705	34	0.47214484	0.74420977
ENST00000545888	2944	2945	.	0	ENSG00000166986	57516621	0.5888922	29	0.71187216	0.34226716
ENST00000262027	139	140	.	0	ENSG00000166986	57488096	0.29414573	66	0.5486577	0.055930994
ENST00000262027	263	264	.	0	ENSG00000166986	57489039	0.08540611	111	0.06907427	0.043543458
ENST00000262027	369	370	.	0	ENSG00000166986	57489302	0.07226421	110	0.12627329	0.16480409
ENST00000262027	378	379	.	0	ENSG00000166986	57489311	0.000358963	119	0.06508496	0.008269286
ENST00000262027	497	498	.	0	ENSG00000166986	57489508	0.43552274	106	0.3812536	0.4076646
ENST00000262027	507	508	.	0	ENSG00000166986	57489518	0.19964656	108	0.12702993	0.2092938
ENST00000262027	528	529	.	0	ENSG00000166986	57489539	0.6677295	112	0.62529695	0.06801145
ENST00000262027	551	552	.	0	ENSG00000166986	57489899	0.08872245	103	0.11221626	0.019382287
ENST00000262027	656	657	.	0	ENSG00000166986	57490239	0.12416476	115	0.109481215	0.020455312
ENST00000262027	673	674	.	0	ENSG00000166986	57490256	0.038802467	120	0.12295423	0.010171568
ENST00000262027	695	696	.	0	ENSG00000166986	57490278	0.16408184	116	0.4330563	0.12483083
ENST00000262027	706	707	.	0	ENSG00000166986	57490289	0.05267484	118	0.15015376	0.10013439
ENST00000262027	981	982	.	0	ENSG00000166986	57498234	0.23318592	102	0.44976702	0.039912224
ENST00000262027	1044	1045	.	0	ENSG00000166986	57498443	0.099106595	93	0.28981906	0.0012474656
ENST00000262027	1064	1065	.	0	ENSG00000166986	57498463	0.1988065	87	0.47081003	0.12495686
ENST00000262027	1091	1092	.	0	ENSG00000166986	57498490	0.021598816	103	0.2937541	0.0051874993
ENST00000262027	1111	1112	.	0	ENSG00000166986	57498510	0.19666362	94	0.45009813	0.05731579
ENST00000262027	1115	1116	.	0	ENSG00000166986	57498514	0.01871382	117	0.106332995	0.0042663096
ENST00000262027	1158	1159	.	0	ENSG00000166986	57498557	0.14834876	88	0.3949604	0.670763
ENST00000262027	1176	1177	.	0	ENSG00000166986	57498575	0.0064467667	120	0.087531924	0.029659236
ENST00000262027	1220	1221	.	0	ENSG00000166986	57498619	0.038188994	93	0.095765755	0.009223509
ENST00000262027	1236	1237	.	0	ENSG00000166986	57500332	0.17957178	89	0.6413084	0.012919223
ENST00000262027	1326	1327	.	0	ENSG00000166986	57500422	0.27854723	109	0.157784	0.045797445
ENST00000262027	1380	1381	.	0	ENSG00000166986	57500476	0.10767035	119	0.28801543	0.1096188
ENST00000262027	1389	1390	.	0	ENSG00000166986	57500485	0.15522608	109	0.2922719	0.09019437
ENST00000262027	1491	1492	.	0	ENSG00000166986	57504289	0.17950915	100	0.20745821	0.048640035
ENST00000262027	1535	1536	.	0	ENSG00000166986	57511731	0.095813654	117	0.5186068	0.0034883737
ENST00000262027	1551	1552	.	0	ENSG00000166986	57511747	0.5492417	102	0.44193745	0.34147066
ENST00000262027	1556	1557	.	0	ENSG00000166986	57511752	0.25007275	106	0.34088483	0.19279249
ENST00000262027	1619	1620	.	0	ENSG00000166986	57511815	0.035204303	117	0.101837695	0.028695798
ENST00000262027	1626	1627	.	0	ENSG00000166986	57511822	0.18218376	106	0.14829257	0.27526346
ENST00000262027	1640	1641	.	0	ENSG00000166986	57511836	0.18878672	94	0.21046242	0.0083762165
ENST00000262027	1668	1669	.	0	ENSG00000166986	57511864	0.08329811	109	0.16365036	0.01704223
ENST00000262027	1734	1735	.	0	ENSG00000166986	57512069	0.03335575	114	0.11256929	0.00662452
ENST00000262027	1758	1759	.	0	ENSG00000166986	57512093	0.08411803	115	0.15129915	0.0039869547
ENST00000262027	1773	1774	.	0	ENSG00000166986	57512240	0.13057752	104	0.18138462	0.116965316
ENST00000262027	1797	1798	.	0	ENSG00000166986	57512264	0.024300456	105	0.25749165	0.014130103
ENST00000262027	1854	1855	.	0	ENSG00000166986	57512321	0.0033900023	112	0.17660269	0.13944215
ENST00000262027	1896	1897	.	0	ENSG00000166986	57512760	0.41570893	110	0.38207635	0.42300707
ENST00000262027	1947	1948	.	0	ENSG00000166986	57512811	0.10561007	119	0.3446234	0.050794233
ENST00000262027	1959	1960	.	0	ENSG00000166986	57512823	0.2971825	118	0.4223482	0.39394242
ENST00000262027	1977	1978	.	0	ENSG00000166986	57512841	0.040641356	119	0.18738022	0.27888784
ENST00000262027	2022	2023	.	0	ENSG00000166986	57512886	0.18674436	99	0.4071897	0.036682952
ENST00000262027	2043	2044	.	0	ENSG00000166986	57512907	0.22659476	90	0.3111887	0.08805742
ENST00000262027	2076	2077	.	0	ENSG00000166986	57512940	0.0013575793	116	0.14719734	0.1260055
ENST00000262027	2334	2335	.	0	ENSG00000166986	57515055	0.09974525	113	0.2477887	0.15100892
ENST00000262027	2351	2352	.	0	ENSG00000166986	57515163	0.3214265	114	0.35795647	0.013339877
ENST00000262027	2357	2358	.	0	ENSG00000166986	57515169	0.513435	107	0.37469202	0.16804461
ENST00000262027	2480	2481	.	0	ENSG00000166986	57515292	0.059216738	103	0.14900228	0.09334928
ENST00000262027	2484	2485	.	1	ENSG00000166986	57515296	0.21452971	112	0.47939372	0.62808406
ENST00000262027	2509	2510	.	0	ENSG00000166986	57515321	0.2160931	101	0.33440906	0.07751149
ENST00000262027	2556	2557	.	0	ENSG00000166986	57515951	0.014098024	114	0.08023231	0.034514952
ENST00000262027	2630	2631	.	0	ENSG00000166986	57516278	0.3544832	110	0.6037463	0.28088957
ENST00000262027	2681	2682	.	0	ENSG00000166986	57516329	0.13041155	114	0.25587445	0.07408126
ENST00000262027	2686	2687	.	0	ENSG00000166986	57516334	0.008257997	114	0.1483152	0.062925816
ENST00000262027	2694	2695	.	0	ENSG00000166986	57516439	0.042078912	116	0.124899134	0.038155545
ENST00000262027	2707	2708	.	0	ENSG00000166986	57516452	0.6640907	109	0.70931834	0.0617805
ENST00000262027	2727	2728	.	0	ENSG00000166986	57516472	0.011298835	109	0.09095635	0.00064713956
ENST00000262027	2758	2759	.	0	ENSG00000166986	57516503	0.2113653	122	0.30750474	0.35356203
ENST00000262027	2776	2777	.	0	ENSG00000166986	57516521	0.020583045	117	0.07804861	0.034564186
ENST00000262027	2800	2801	.	0	ENSG00000166986	57516545	0.0141477585	106	0.12309079	0.024500847
ENST00000262027	2840	2841	.	1	ENSG00000166986	57516585	0.11148001	113	0.32834497	0.1160357
ENST00000262027	2876	2877	.	0	ENSG00000166986	57516621	0.36876768	99	0.6548384	0.25011042
ENST00000295899	125	126	.	0	ENSG00000163634	63863778	0.34964257	35	0.5322301	0.1984281
ENST00000295899	311	312	.	0	ENSG00000163634	63838438	0.043976475	38	0.20341425	0.121487185
ENST00000295899	504	505	.	0	ENSG00000163634	63836319	0.15198925	42	0.14701943	0.014012277
ENST00000295899	515	516	.	0	ENSG00000163634	63836308	0.066263616	39	0.26429492	0.07020124
ENST00000295899	526	527	.	0	ENSG00000163634	63835387	0.20581627	45	0.3699906	0.023696851
ENST00000295899	607	608	.	0	ENSG00000163634	63835206	0.09618417	47	0.1253007	0.03528694
ENST00000295899	640	641	.	0	ENSG00000163634	63835173	0.48627073	43	0.66756254	0.029469311
ENST00000295899	650	651	.	0	ENSG00000163634	63835163	0.032605074	47	0.14335468	0.072051205
ENST00000295899	670	671	.	0	ENSG00000163634	63834189	0.13733666	47	0.29856068	0.17364797
ENST00000295899	710	711	.	0	ENSG00000163634	63834149	0.16972518	44	0.0979108	0.0674202
ENST00000295899	728	729	.	0	ENSG00000163634	63834131	0.04534172	38	0.20086162	0.026908135
ENST00000295899	775	776	.	0	ENSG00000163634	63834084	0.03782151	39	0.097241	0.056819927
ENST00000295899	892	893	.	0	ENSG00000163634	63833967	0.11749999	41	0.36856198	0.33741814
ENST00000341116	720	721	.	0	ENSG00000128309	37024631	0.29697865	38	0.18173376	0.2616032
ENST00000341116	797	798	.	0	ENSG00000128309	37024708	0.38451812	35	0.22411124	0.4217576
ENST00000341116	807	808	.	1	ENSG00000128309	37024718	0.73051035	35	0.7768113	0.6864095
ENST00000341116	819	820	.	0	ENSG00000128309	37024730	0.198702	40	0.19152719	0.28425637
ENST00000341116	849	850	.	0	ENSG00000128309	37024760	0.9830926	36	0.9212203	0.94913375
ENST00000341116	907	908	.	0	ENSG00000128309	37029223	0.1815621	40	0.16120626	0.039837025
ENST00000341116	933	934	.	0	ENSG00000128309	37029249	0.32318202	38	0.68101805	0.091493234
ENST00000341116	948	949	.	1	ENSG00000128309	37029264	0.25266752	26	0.43488532	0.5457596
ENST00000341116	1020	1021	.	1	ENSG00000128309	37029336	0.9604638	37	0.92131054	0.9201029
ENST00000341116	1190	1191	.	0	ENSG00000128309	37029506	0.05926355	42	0.11803504	0.0026793361
ENST00000341116	1210	1211	.	1	ENSG00000128309	37029526	0.9848714	44	0.9500081	0.99460393
ENST00000341116	1322	1323	.	0	ENSG00000128309	37029638	0.27199394	42	0.46196717	0.453782
ENST00000341116	1349	1350	.	1	ENSG00000128309	37029665	0.8870646	42	0.9059248	0.9767575
ENST00000341116	1487	1488	.	0	ENSG00000128309	37029803	0.021089684	39	0.11884986	0.13209401
ENST00000429360	99	100	.	0	ENSG00000128309	37019867	0.16532485	35	0.13191137	0.18865849
ENST00000429360	544	545	.	0	ENSG00000128309	37024631	0.5063139	53	0.21172395	0.40292996
ENST00000429360	621	622	.	0	ENSG00000128309	37024708	0.1322323	52	0.22833428	0.09207995
ENST00000429360	631	632	.	1	ENSG00000128309	37024718	0.57609475	44	0.64071244	0.37251115
ENST00000429360	643	644	.	0	ENSG00000128309	37024730	0.062146306	48	0.2730884	0.20835344
ENST00000429360	673	674	.	0	ENSG00000128309	37024760	0.9593113	47	0.8315886	0.8908396
ENST00000429360	731	732	.	0	ENSG00000128309	37029223	0.2038631	56	0.14418997	0.07761886
ENST00000429360	757	758	.	0	ENSG00000128309	37029249	0.42326218	58	0.66976416	0.13486786
ENST00000429360	772	773	.	1	ENSG00000128309	37029264	0.28830093	31	0.4218831	0.30347657
ENST00000429360	844	845	.	1	ENSG00000128309	37029336	0.9346942	48	0.8395028	0.71455824
ENST00000429360	1014	1015	.	0	ENSG00000128309	37029506	0.11815894	53	0.25083026	0.28767434
ENST00000429360	1034	1035	.	1	ENSG00000128309	37029526	0.95954716	59	0.86855805	0.9008201
ENST00000429360	1146	1147	.	0	ENSG00000128309	37029638	0.28317165	55	0.3397491	0.33158112
ENST00000429360	1173	1174	.	1	ENSG00000128309	37029665	0.9121752	57	0.8550571	0.993816
ENST00000429360	1311	1312	.	0	ENSG00000128309	37029803	0.015974332	52	0.1081631	0.22696757
ENST00000397225	1517	1518	.	0	ENSG00000128309	37029223	0.15095483	20	0.17321883	0.044733144
ENST00000397225	1800	1801	.	0	ENSG00000128309	37029506	0.025187254	20	0.093805715	0.0020846487
ENST00000397225	1820	1821	.	1	ENSG00000128309	37029526	0.9624275	21	0.87158567	0.9768627
ENST00000397225	1959	1960	.	1	ENSG00000128309	37029665	0.9084538	22	0.8425697	0.9833115
ENST00000397225	2097	2098	.	0	ENSG00000128309	37029803	0.009790337	21	0.099343285	0.070066884
ENST00000619594	62	63	.	0	ENSG00000176731	85220312	0.21772912	22	0.33690786	0.031636287
ENST00000619594	82	83	.	0	ENSG00000176731	85217489	0.03125309	22	0.3497415	0.0052760006
ENST00000619594	136	137	.	0	ENSG00000176731	85217435	0.16424017	22	0.40649158	0.25325733
ENST00000619594	161	162	.	0	ENSG00000176731	85217410	0.001063931	20	0.092163384	0.09896227
ENST00000612977	220	221	.	0	ENSG00000176731	85217489	0.046839274	23	0.25929865	0.01261158
ENST00000612977	274	275	.	0	ENSG00000176731	85217435	0.16367069	24	0.43882227	0.13167483
ENST00000612977	299	300	.	0	ENSG00000176731	85217410	0.002493477	21	0.07620324	0.106763184
ENST00000612977	389	390	.	0	ENSG00000176731	85214972	0.26891583	20	0.4566986	0.04175042
ENST00000612977	467	468	.	0	ENSG00000176731	85214605	0.011773741	22	0.047434412	0.1208051
ENST00000274311	939	940	.	0	ENSG00000152684	52800349	0.019455265	20	0.14404194	0.0018950343
ENST00000274311	1004	1005	.	0	ENSG00000152684	52800414	0.24160652	21	0.532616	0.21501675
ENST00000274311	1033	1034	.	0	ENSG00000152684	52800443	0.06397073	22	0.0877699	0.14847848
ENST00000274311	1058	1059	.	1	ENSG00000152684	52800468	0.9340986	22	0.8648343	0.84542674
ENST00000274311	1373	1374	.	0	ENSG00000152684	52800783	0.18117149	23	0.15340415	0.12596771
ENST00000274311	1453	1454	.	0	ENSG00000152684	52800863	0.020407582	20	0.07317062	0.008287728
ENST00000274311	1481	1482	.	0	ENSG00000152684	52800891	0.19539122	25	0.48060876	0.003049469
ENST00000274311	1520	1521	.	0	ENSG00000152684	52800930	0.039370976	22	0.06127838	0.15869036
ENST00000274311	1545	1546	.	0	ENSG00000152684	52800955	0.59647566	25	0.39144635	0.008021724
ENST00000274311	1666	1667	.	0	ENSG00000152684	52801076	0.05556612	24	0.15287802	0.12908222
ENST00000274311	1677	1678	.	0	ENSG00000152684	52801087	0.25331602	23	0.34459433	0.05878978
ENST00000274311	1691	1692	.	0	ENSG00000152684	52801101	0.0077065825	24	0.11535953	0.10109688
ENST00000274311	1728	1729	.	0	ENSG00000152684	52801426	0.6714038	21	0.7719737	0.48023242
ENST00000274311	1760	1761	.	0	ENSG00000152684	52801458	0.48130617	25	0.30500787	0.20558563
ENST00000274311	1787	1788	.	1	ENSG00000152684	52801485	0.903189	22	0.8590474	0.95095813
ENST00000274311	1823	1824	.	1	ENSG00000152684	52801521	0.38604242	24	0.49715096	0.52854097
ENST00000274311	1848	1849	.	0	ENSG00000152684	52801546	0.39079708	25	0.14396003	0.006714308
ENST00000274311	1910	1911	.	1	ENSG00000152684	52801608	0.7289499	25	0.7663177	0.9676733
ENST00000274311	2046	2047	.	0	ENSG00000152684	52801744	0.1289616	25	0.38203067	0.005285585
ENST00000274311	2062	2063	.	1	ENSG00000152684	52801760	0.9497396	27	0.97319615	0.9840829
ENST00000274311	2100	2101	.	0	ENSG00000152684	52801798	0.8739694	26	0.9187002	0.549263
ENST00000274311	2108	2109	.	0	ENSG00000152684	52801806	0.16028367	25	0.16584903	0.1529307
ENST00000274311	2151	2152	.	1	ENSG00000152684	52801849	0.57607996	22	0.57387286	0.7425894
ENST00000274311	2164	2165	.	1	ENSG00000152684	52801862	0.93908155	23	0.98149216	0.99888134
ENST00000274311	2183	2184	.	0	ENSG00000152684	52801881	0.93949574	24	0.97471315	0.9382068
ENST00000274311	2215	2216	.	0	ENSG00000152684	52801913	0.40071115	23	0.439416	0.3731044
ENST00000274311	2301	2302	.	0	ENSG00000152684	52801999	0.8525616	21	0.67281145	0.9243633
ENST00000274311	2313	2314	.	0	ENSG00000152684	52802011	0.062399663	25	0.14734456	0.24890158
ENST00000596148	20	21	.	0	ENSG00000181029	7680863	0.3188126	78	0.39147848	0.0040450455
ENST00000596148	285	286	.	0	ENSG00000181029	7682491	0.19217184	122	0.19337603	0.27249217
ENST00000596148	355	356	.	1	ENSG00000181029	7682561	0.9435064	109	0.94843644	0.9216016
ENST00000596148	448	449	.	1	ENSG00000181029	7682654	0.28307527	141	0.45457166	0.1511836
ENST00000596148	592	593	.	1	ENSG00000181029	7682798	0.17902337	97	0.19848932	0.052471925
ENST00000596148	614	615	.	0	ENSG00000181029	7682820	0.08617636	125	0.08385537	0.1584951
ENST00000317378	424	425	.	0	ENSG00000181029	7682491	0.22137801	51	0.13576922	0.32442585
ENST00000317378	494	495	.	1	ENSG00000181029	7682561	0.88116103	40	0.9013569	0.8226697
ENST00000317378	587	588	.	1	ENSG00000181029	7682654	0.6050539	58	0.6103212	0.3892203
ENST00000317378	731	732	.	1	ENSG00000181029	7682798	0.24148043	35	0.21895337	0.22585793
ENST00000317378	753	754	.	0	ENSG00000181029	7682820	0.044914044	49	0.063272834	0.05137969
ENST00000271638	147	148	.	0	ENSG00000163191	152033776	0.016802752	26	0.18126537	1.9907952e-06
ENST00000271638	211	212	.	0	ENSG00000163191	152033712	0.012558723	29	0.14950235	0.057537306
ENST00000271638	228	229	.	0	ENSG00000163191	152033695	0.021179367	25	0.14200285	0.0138091445
ENST00000271638	257	258	.	0	ENSG00000163191	152033666	0.3219667	28	0.38853833	0.05568113
ENST00000271638	277	278	.	0	ENSG00000163191	152032822	0.28421515	21	0.18980518	0.4664181
ENST00000271638	286	287	.	0	ENSG00000163191	152032813	0.07439156	25	0.2328885	0.0031066656
ENST00000271638	301	302	.	0	ENSG00000163191	152032798	0.08661827	28	0.092489816	0.054883003
ENST00000271638	317	318	.	0	ENSG00000163191	152032782	0.1431399	25	0.34685564	0.0691968
ENST00000271638	322	323	.	0	ENSG00000163191	152032777	0.24403162	26	0.5037884	0.18238029
ENST00000271638	397	398	.	0	ENSG00000163191	152032702	0.24689516	24	0.4309718	0.17276123
ENST00000271638	432	433	.	0	ENSG00000163191	152032667	0.13422486	23	0.39757553	0.057450496
ENST00000271638	440	441	.	0	ENSG00000163191	152032659	0.1331672	29	0.24283929	0.0083926795
ENST00000271638	462	463	.	0	ENSG00000163191	152032637	0.28985173	25	0.7698897	0.42374906
ENST00000271638	530	531	.	0	ENSG00000163191	152032569	0.003318286	26	0.063565835	0.007274854
ENST00000252015	196	197	.	0	ENSG00000100991	35092675	0.008414948	20	0.14727917	0.035449184
ENST00000252015	228	229	.	0	ENSG00000100991	35092643	0.023549378	20	0.07770103	0.054585945
ENST00000252015	290	291	.	0	ENSG00000100991	35078142	0.016869044	21	0.17486143	0.15630674
ENST00000252015	358	359	.	0	ENSG00000100991	35078074	0.056761384	20	0.18777731	0.034993947
ENST00000252015	456	457	.	0	ENSG00000100991	35069343	0.018694853	20	0.06569854	0.08809598
ENST00000252015	484	485	.	0	ENSG00000100991	35069315	0.40855402	21	0.5849695	0.6050669
ENST00000252015	554	555	.	0	ENSG00000100991	35057521	0.2642469	22	0.30447036	0.11582667
ENST00000252015	583	584	.	0	ENSG00000100991	35055010	0.4137292	23	0.2877189	0.069618165
ENST00000252015	655	656	.	0	ENSG00000100991	35049957	0.018534135	20	0.22574845	0.013015008
ENST00000252015	696	697	.	0	ENSG00000100991	35049916	0.03467218	20	0.27453226	0.33884725
ENST00000252015	708	709	.	0	ENSG00000100991	35049904	0.19493195	20	0.17491738	0.05662304
ENST00000252015	874	875	.	0	ENSG00000100991	35044585	0.31341404	24	0.28554243	0.3984369
ENST00000252015	998	999	.	0	ENSG00000100991	35035265	0.36290145	24	0.5340226	0.20713572
ENST00000252015	1078	1079	.	0	ENSG00000100991	35035185	0.0033160448	22	0.0807642	0.00042397977
ENST00000252015	1206	1207	.	0	ENSG00000100991	35021291	0.49528724	25	0.26239172	0.08677807
ENST00000252015	1253	1254	.	0	ENSG00000100991	35021244	0.20939231	25	0.48923954	0.027708089
ENST00000252015	1303	1304	.	0	ENSG00000100991	35021194	0.00822941	27	0.034683477	0.0068953037
ENST00000252015	1346	1347	.	0	ENSG00000100991	35016101	0.5634221	24	0.461624	0.2853248
ENST00000252015	1363	1364	.	0	ENSG00000100991	35016084	0.015924847	21	0.21575692	0.13039666
ENST00000252015	1367	1368	.	0	ENSG00000100991	35016080	0.4359673	21	0.40779585	0.076943554
ENST00000252015	1423	1424	.	0	ENSG00000100991	35016024	0.687794	27	0.73484474	0.22887754
ENST00000252015	1429	1430	.	0	ENSG00000100991	35016018	0.55547583	27	0.4281992	0.33629176
ENST00000252015	1441	1442	.	0	ENSG00000100991	35013065	0.07288941	23	0.43231717	0.21063809
ENST00000252015	1489	1490	.	0	ENSG00000100991	35013017	0.09162376	27	0.15510847	0.04656122
ENST00000252015	1501	1502	.	0	ENSG00000100991	35010286	0.3067816	24	0.35874218	0.30696386
ENST00000252015	1538	1539	.	0	ENSG00000100991	35010249	0.5006046	28	0.40843305	0.13680798
ENST00000252015	1635	1636	.	0	ENSG00000100991	35008713	0.016339421	28	0.19317347	0.05068009
ENST00000252015	1725	1726	.	0	ENSG00000100991	35007600	0.052528273	28	0.25315374	0.14752956
ENST00000252015	1741	1742	.	0	ENSG00000100991	35007584	0.057514586	22	0.10729772	0.081751004
ENST00000252015	1798	1799	.	0	ENSG00000100991	35006553	0.16446519	21	0.37235785	0.07281808
ENST00000252015	1840	1841	.	0	ENSG00000100991	35006511	0.17221068	27	0.12222992	0.4397475
ENST00000252015	1957	1958	.	0	ENSG00000100991	35005763	0.37912655	27	0.25161368	0.01235677
ENST00000252015	1996	1997	.	0	ENSG00000100991	35005724	0.09476896	24	0.16532376	0.17492673
ENST00000252015	2008	2009	.	0	ENSG00000100991	35005712	0.0060808896	28	0.14033474	0.12692207
ENST00000252015	2133	2134	.	0	ENSG00000100991	35004463	0.18715523	28	0.13472548	0.12118925
ENST00000252015	2320	2321	.	0	ENSG00000100991	35003435	0.25652623	21	0.3523944	0.01140995
ENST00000252015	2326	2327	.	0	ENSG00000100991	35003429	0.101531364	27	0.4450161	0.04742055
ENST00000252015	2344	2345	.	0	ENSG00000100991	35003411	0.24416037	34	0.50063646	0.24902225
ENST00000252015	2379	2380	.	0	ENSG00000100991	35003250	0.09605907	27	0.16692218	0.015562559
ENST00000252015	2398	2399	.	0	ENSG00000100991	35003231	0.3299714	28	0.20926344	0.121244535
ENST00000252015	2404	2405	.	0	ENSG00000100991	35003225	0.20641036	29	0.27049595	0.15305041
ENST00000252015	2455	2456	.	1	ENSG00000100991	35003174	0.9694165	33	0.8963293	0.9541329
ENST00000252015	2461	2462	.	0	ENSG00000100991	35003168	0.052826095	31	0.29588032	0.054955088
ENST00000252015	2467	2468	.	1	ENSG00000100991	35003162	0.9422978	34	0.8468401	0.966599
ENST00000252015	2483	2484	.	1	ENSG00000100991	35003146	0.35779992	32	0.29573786	0.28567177
ENST00000252015	2696	2697	.	0	ENSG00000100991	35002933	0.10022803	31	0.34600884	0.05212424
ENST00000252015	2726	2727	.	0	ENSG00000100991	35002903	0.71154964	29	0.4699483	0.67865264
ENST00000252015	2760	2761	.	0	ENSG00000100991	35002869	0.75621927	33	0.8601472	0.32530943
ENST00000252015	2842	2843	.	0	ENSG00000100991	35002787	0.11245531	32	0.15809749	0.081566416
ENST00000252015	2892	2893	.	0	ENSG00000100991	35002737	0.4434622	31	0.31079292	0.44598588
ENST00000252015	3137	3138	.	0	ENSG00000100991	35002492	0.6191413	37	0.4650321	0.6487878
ENST00000252015	3171	3172	.	0	ENSG00000100991	35002458	0.01480093	39	0.19484633	0.20415854
ENST00000252015	3182	3183	.	0	ENSG00000100991	35002447	0.044749368	32	0.10396584	0.18772535
ENST00000217958	117	118	.	0	ENSG00000101843	108091501	0.0022207021	60	0.030836796	0.047603168
