chr	start	end	strand	label	n_supporting	method	gene_name
X	108595553	108595554	+		3	m5C-RIP-seq,Bisulfite-seq	COL4A5,COL4A5,COL4A5
X	108598796	108598797	+		2	m5C-RIP-seq,Bisulfite-seq	COL4A5,COL4A5,COL4A5
X	108606835	108606836	+		2	m5C-RIP-seq,Bisulfite-seq	COL4A5,COL4A5,COL4A5
X	108666551	108666552	+		2	m5C-RIP-seq,Bisulfite-seq	COL4A5,COL4A5
X	108668413	108668414	+		5	Bisulfite-seq,m5C-RIP-seq	COL4A5,COL4A5
X	108681885	108681886	+		4	m5C-RIP-seq,Bisulfite-seq	COL4A5,COL4A5,COL4A5,COL4A5,COL4A5
X	119538510	119538511	-		5	Bisulfite-seq,m5C-RIP-seq	AluSx,CXorf56
X	135022050	135022051	-		1	m5C-RIP-seq	RTL8B
X	135032780	135032781	+		3	m5C-RIP-seq,Bisulfite-seq	RTL8C,RTL8C,RTL8C
X	135032791	135032792	+		1	m5C-RIP-seq	RTL8C,RTL8C,RTL8C
X	149934103	149934104	-		2	m5C-RIP-seq,Bisulfite-seq	CXorf40B,CXorf40B,CXorf40B,CXorf40B,CXorf40B,CXorf40B
X	153688479	153688480	+		4	Bisulfite-seq,m5C-RIP-seq	SLC6A8,(CCCGCGC)n
X	154450515	154450516	+		1	m5C-RIP-seq	FAM50A,FAM50A
