chr	start	end	strand	label	Gene ID	Gene Symbol	Gene Type	m5C	C	m5C Level	m5C.1	C.1	m5C Level.1	Status_rep1	Status_rep2	Final Level	m5C.2	C.2	m5C Level.2	m5C.3	C.3	m5C Level.3	Status_rep1.1	Status_rep2.1	Final Level.1
17	18153844	18153845	+	1	ENSG00000091536	MYO15A	mRNA	6	38	0.136364	5	42	0.106383	1	1	0.120879	3	40	0.0697674	8	37	0.177778	/	1	/
17	18155420	18155421	-	0			intergenic	4	28	0.125	2	24	0.0769231	/	/	/	4	27	0.129032	7	26	0.212121	/	1	/
17	18157824	18157825	+	1	ENSG00000091536	MYO15A	mRNA	5	27	0.15625	10	16	0.384615	1	/	/	9	22	0.290323	7	26	0.212121	1	1	0.25
17	18157825	18157826	+	0	ENSG00000091536	MYO15A	mRNA	9	82	0.0989011	7	54	0.114754	/	1	/	4	52	0.0714286	3	58	0.0491803	/	/	/
17	18163792	18163793	+	0	ENSG00000091536	MYO15A	mRNA	3	30	0.0909091	5	31	0.138889	/	1	/	4	39	0.0930233	2	36	0.0526316	/	/	/
17	18184134	18184135	+	0	ENSG00000091542	ALKBH5	mRNA	18	172	0.0947368	22	160	0.120879	/	1	/	16	168	0.0869565	27	185	0.127358	/	1	/
17	18225647	18225648	+	0	ENSG00000131899	LLGL1	mRNA	5	87	0.0543478	12	72	0.142857	/	1	/	6	69	0.08	8	84	0.0869565	/	/	/
17	18240580	18240581	+	1	ENSG00000131899	LLGL1	mRNA	82	96	0.460674	78	83	0.484472	1	1	0.471976	56	127	0.306011	71	110	0.392265	1	1	0.348901
17	18240581	18240582	+	1	ENSG00000131899	LLGL1	mRNA	84	96	0.466667	80	80	0.5	1	1	0.482353	55	130	0.297297	72	109	0.39779	1	1	0.346995
17	18240582	18240583	+	1	ENSG00000131899	LLGL1	mRNA	78	102	0.433333	81	81	0.5	1	1	0.464912	58	128	0.311828	75	109	0.407609	1	1	0.359459
17	18240591	18240592	+	1	ENSG00000131899	LLGL1	mRNA	91	125	0.421296	83	109	0.432292	1	1	0.426471	60	144	0.294118	77	135	0.363208	1	1	0.329327
17	18240592	18240593	+	1	ENSG00000131899	LLGL1	mRNA	88	123	0.417062	77	106	0.420765	1	1	0.418782	60	136	0.306122	80	128	0.384615	1	1	0.346535
17	18240593	18240594	+	1	ENSG00000131899	LLGL1	mRNA	87	130	0.400922	66	117	0.360656	1	1	0.3825	57	138	0.292308	72	139	0.341232	1	1	0.317734
17	18244144	18244145	+	0	ENSG00000131899	LLGL1	mRNA	5	50	0.0909091	0	30	0.0	/	/	/	5	35	0.125	3	41	0.0681818	1	/	/
17	18245281	18245282	-	1	ENSG00000177731	FLII	mRNA	8	58	0.121212	9	40	0.183673	1	1	0.147826	10	38	0.208333	11	30	0.268293	1	1	0.235955
17	18247057	18247058	-	0	ENSG00000177731	FLII	mRNA	6	70	0.0789474	1	60	0.0163934	/	/	/	8	48	0.142857	7	55	0.112903	1	1	0.127119
17	18247363	18247364	-	1	ENSG00000177731	FLII	mRNA	7	49	0.125	6	47	0.113208	1	1	0.119266	7	53	0.116667	4	45	0.0816327	1	/	/
17	18251821	18251822	-	1	ENSG00000177731	FLII	mRNA	6	34	0.15	5	41	0.108696	1	1	0.127907	6	35	0.146341	3	60	0.047619	1	/	/
17	18258705	18258706	-	1	ENSG00000177731	FLII	mRNA	38	224	0.145038	31	180	0.146919	1	1	0.145877	19	183	0.0940594	36	189	0.16	/	1	/
17	18278004	18278005	-	1	ENSG00000177302	TOP3A	mRNA	104	667	0.13489	84	535	0.135703	1	1	0.135252	75	552	0.119617	118	700	0.144254	1	1	0.133564
17	18278005	18278006	-	1	ENSG00000177302	TOP3A	mRNA	115	657	0.148964	91	531	0.146302	1	1	0.147776	82	545	0.130781	133	687	0.162195	1	1	0.148583
17	18278014	18278015	-	1	ENSG00000177302	TOP3A	mRNA	93	629	0.128809	85	494	0.146805	1	1	0.136818	69	516	0.117949	113	661	0.145995	1	1	0.133922
17	18278015	18278016	-	1	ENSG00000177302	TOP3A	mRNA	96	627	0.13278	89	492	0.153184	1	1	0.141871	72	517	0.122241	118	663	0.151088	1	1	0.138686
17	18278016	18278017	-	1	ENSG00000177302	TOP3A	mRNA	93	631	0.128453	82	507	0.139219	1	1	0.133283	72	518	0.122034	121	663	0.154337	1	1	0.140466
17	18278017	18278018	-	1	ENSG00000177302	TOP3A	mRNA	93	641	0.126703	84	505	0.142615	1	1	0.133787	71	522	0.11973	113	670	0.144317	1	1	0.133721
17	18722254	18722255	+	0	ENSG00000108448	TRIM16L	mRNA	11	165	0.0625	17	161	0.0955056	/	/	/	38	329	0.103542	31	323	0.0875706	1	/	/
17	18735288	18735289	+	0	ENSG00000108448	TRIM16L	mRNA	4	24	0.142857	4	19	0.173913	/	/	/	5	36	0.121951	1	38	0.025641	1	/	/
17	18930770	18930771	+	1	ENSG00000141127	PRPSAP2	mRNA	6	54	0.1	2	37	0.0512821	1	/	/	4	37	0.097561	2	29	0.0645161	/	/	/
17	19003771	19003772	-	0	ENSG00000188522	FAM83G	mRNA	3	25	0.107143	5	30	0.142857	/	1	/	0	22	0.0	7	36	0.162791	/	1	/
17	19003772	19003773	-	0	ENSG00000188522	FAM83G	mRNA	6	22	0.214286	5	30	0.142857	/	1	/	1	21	0.0454545	8	35	0.186047	/	1	/
17	19003773	19003774	-	0	ENSG00000188522	FAM83G	mRNA	3	24	0.111111	5	30	0.142857	/	1	/	0	21	0.0	10	33	0.232558	/	1	/
17	19313196	19313197	+	0	ENSG00000072134	EPN2	mRNA	1	34	0.0285714	2	29	0.0645161	/	/	/	7	27	0.205882	3	35	0.0789474	1	/	/
17	19313197	19313198	+	0	ENSG00000072134	EPN2	mRNA	1	34	0.0285714	3	29	0.09375	/	/	/	6	29	0.171429	3	36	0.0769231	1	/	/
17	19313198	19313199	+	0	ENSG00000072134	EPN2	mRNA	1	34	0.0285714	3	29	0.09375	/	/	/	7	28	0.2	2	37	0.0512821	1	/	/
17	19334139	19334140	+	1	ENSG00000072134	EPN2	mRNA	11	21	0.34375	11	20	0.354839	1	1	0.349206	11	6	0.647059	11	8	0.578947	/	/	/
17	19334263	19334264	+	0	ENSG00000072134	EPN2	mRNA	5	49	0.0925926	3	45	0.0625	/	/	/	5	34	0.128205	7	34	0.170732	1	1	0.15
17	19446559	19446560	-	1	ENSG00000189343	RPS2P46	pseudogene	9	33	0.214286	4	37	0.097561	1	/	/	5	32	0.135135	8	42	0.16	1	1	0.149425
17	19867751	19867752	-	1	ENSG00000083290	ULK2	mRNA	30	13	0.697674	17	13	0.566667	1	1	0.643836	13	9	0.590909	16	13	0.551724	/	/	/
17	20517155	20517156	-	1	ENSG00000231645	AC025627.9	pseudogene	48	111	0.301887	54	80	0.402985	1	1	0.348123	49	111	0.30625	53	78	0.40458	1	1	0.350515
17	20517281	20517282	-	1	ENSG00000231645	AC025627.9	pseudogene	12	74	0.139535	9	88	0.0927835	1	/	/	10	73	0.120482	12	77	0.134831	1	1	0.127907
17	20517285	20517286	-	1	ENSG00000231645	AC025627.9	pseudogene	13	34	0.276596	17	43	0.283333	1	1	0.280374	20	30	0.4	18	35	0.339623	1	1	0.368932
17	20785237	20785238	+	0	ENSG00000226549	SCDP1	pseudogene	4	40	0.0909091	6	27	0.181818	/	1	/	6	53	0.101695	4	54	0.0689655	1	/	/
17	20785493	20785494	+	0	ENSG00000226549	SCDP1	pseudogene	7	142	0.0469799	11	99	0.1	/	1	/	9	174	0.0491803	8	175	0.0437158	/	/	/
17	21002701	21002702	-	1	ENSG00000124422	USP22	mRNA	212	1086	0.163328	168	1087	0.133865	1	1	0.148844	65	1293	0.0478645	82	1685	0.0464063	/	/	/
17	21376716	21376717	+	1	ENSG00000184185	KCNJ12	mRNA	12	99	0.108108	5	73	0.0641026	1	/	/	8	79	0.091954	7	98	0.0666667	/	/	/
17	21376718	21376719	+	1	ENSG00000184185	KCNJ12	mRNA	12	100	0.107143	4	77	0.0493827	1	/	/	7	81	0.0795455	6	101	0.0560748	/	/	/
17	21376719	21376720	+	1	ENSG00000184185	KCNJ12	mRNA	12	100	0.107143	4	77	0.0493827	1	/	/	8	80	0.0909091	6	101	0.0560748	/	/	/
17	27456454	27456455	+	0			intergenic	2	55	0.0350877	3	31	0.0882353	/	/	/	1	35	0.0277778	5	44	0.102041	/	1	/
17	27456717	27456718	+	0			intergenic	11	206	0.0506912	11	210	0.0497738	/	/	/	16	127	0.111888	11	161	0.0639535	1	/	/
17	27623884	27623885	+	0	ENSG00000141068	KSR1	mRNA	8	88	0.0833333	5	66	0.0704225	/	/	/	2	35	0.0540541	7	53	0.116667	/	1	/
17	27625269	27625270	+	0	ENSG00000141068	KSR1	mRNA	19	192	0.0900474	17	176	0.0880829	/	/	/	14	117	0.10687	8	106	0.0701754	1	/	/
17	27625555	27625556	+	0	ENSG00000141068	KSR1	mRNA	9	116	0.072	6	105	0.0540541	/	/	/	10	60	0.142857	13	71	0.154762	1	1	0.149351
17	27780867	27780868	-	1	ENSG00000007171	NOS2	mRNA	6	36	0.142857	0	44	0.0	1	/	/	4	26	0.133333	2	43	0.0444444	/	/	/
17	28328615	28328616	-	0	ENSG00000109083	IFT20	mRNA	0	40	0.0	1	28	0.0344828	/	/	/	7	35	0.166667	3	39	0.0714286	1	/	/
17	28351682	28351683	-	0	ENSG00000004142	POLDIP2	processed_transcript	0	65	0.0	0	61	0.0	/	/	/	6	41	0.12766	0	65	0.0	1	/	/
17	28368574	28368575	-	1	ENSG00000109072	SEBOX	mRNA	69	581	0.106154	53	420	0.112051	1	1	0.108638	24	370	0.0609137	31	388	0.0739857	/	/	/
17	28395519	28395520	-	1	ENSG00000076351	SLC46A1	mRNA	8	66	0.108108	5	69	0.0675676	1	/	/	4	63	0.0597015	5	61	0.0757576	/	/	/
17	28397920	28397921	+	1	ENSG00000004139	SARM1	mRNA	13	27	0.325	7	29	0.194444	1	1	0.263158	0	16	0.0	4	21	0.16	/	/	/
17	28405254	28405255	-	1	ENSG00000076351	SLC46A1	mRNA	9	43	0.173077	13	57	0.185714	1	1	0.180328	9	46	0.163636	8	47	0.145455	1	1	0.154545
17	28467789	28467790	+	1			intergenic	156	986	0.136602	123	878	0.122877	1	1	0.130191	112	860	0.115226	124	1050	0.105622	1	1	0.109972
17	28547002	28547003	-	0	ENSG00000109103	UNC119	mRNA	9	118	0.0708661	5	76	0.0617284	/	/	/	10	70	0.125	8	76	0.0952381	1	/	/
17	28547003	28547004	-	0	ENSG00000109103	UNC119	mRNA	10	117	0.0787402	6	75	0.0740741	/	/	/	9	71	0.1125	8	78	0.0930233	1	/	/
17	28547004	28547005	-	0	ENSG00000109103	UNC119	mRNA	11	115	0.0873016	5	77	0.0609756	/	/	/	9	70	0.113924	8	76	0.0952381	1	/	/
17	28547191	28547192	-	1	ENSG00000109103	UNC119	mRNA	10	88	0.102041	11	57	0.161765	1	1	0.126506	1	72	0.0136986	5	76	0.0617284	/	/	/
17	28547192	28547193	-	1	ENSG00000109103	UNC119	mRNA	10	88	0.102041	4	63	0.0597015	1	/	/	4	69	0.0547945	2	79	0.0246914	/	/	/
17	28583871	28583872	+	1			intergenic	11	65	0.144737	11	68	0.139241	1	1	0.141935	11	81	0.119565	11	74	0.129412	1	1	0.124294
17	28583872	28583873	+	1			intergenic	13	59	0.180556	15	48	0.238095	1	1	0.207407	18	61	0.227848	15	51	0.227273	1	1	0.227586
17	28633107	28633108	+	1			intergenic	13	37	0.26	9	40	0.183673	1	1	0.222222	7	49	0.125	11	58	0.15942	1	1	0.144
17	28633566	28633567	+	0	ENSG00000264044	RP11-192H23.7	processed_transcript	3	54	0.0526316	6	29	0.171429	/	1	/	0	27	0.0	2	20	0.0909091	/	/	/
17	28662316	28662317	+	0	ENSG00000109111	SUPT6H	mRNA	1	58	0.0169492	3	56	0.0508475	/	/	/	4	55	0.0677966	5	34	0.128205	/	1	/
17	28700972	28700973	+	1	ENSG00000109111	SUPT6H	mRNA	13	67	0.1625	10	29	0.25641	1	1	0.193277	5	38	0.116279	5	34	0.128205	1	1	0.121951
17	28721997	28721998	+	1	ENSG00000198242	RPL23A	mRNA	13	95	0.12037	12	92	0.115385	1	1	0.117925	9	90	0.0909091	3	90	0.0322581	/	/	/
17	28721999	28722000	+	1	ENSG00000198242	RPL23A	mRNA	13	94	0.121495	10	92	0.0980392	1	/	/	10	89	0.10101	3	90	0.0322581	1	/	/
17	28722009	28722010	+	1	ENSG00000198242	RPL23A	mRNA	20	77	0.206186	19	71	0.211111	1	1	0.208556	12	73	0.141176	10	73	0.120482	1	1	0.130952
17	28722015	28722016	+	1	ENSG00000198242	RPL23A	mRNA	20	74	0.212766	18	73	0.197802	1	1	0.205405	10	75	0.117647	9	75	0.107143	1	1	0.112426
17	28722019	28722020	+	1	ENSG00000198242	RPL23A	mRNA	14	82	0.145833	11	81	0.119565	1	1	0.132979	4	80	0.047619	7	79	0.0813953	/	/	/
17	28722226	28722227	+	0	ENSG00000198242	RPL23A	mRNA	0	42	0.0	0	25	0.0	/	/	/	1	45	0.0217391	5	36	0.121951	/	1	/
17	28722424	28722425	+	1	ENSG00000198242	RPL23A	mRNA	7	25	0.21875	4	24	0.142857	1	/	/	3	24	0.111111	1	22	0.0434783	/	/	/
17	28722425	28722426	+	1	ENSG00000198242	RPL23A	mRNA	9	23	0.28125	5	23	0.178571	1	/	/	4	24	0.142857	1	22	0.0434783	/	/	/
17	28722427	28722428	+	1	ENSG00000198242	RPL23A	mRNA	10	23	0.30303	5	23	0.178571	1	/	/	4	24	0.142857	2	21	0.0869565	/	/	/
17	28722430	28722431	+	1	ENSG00000198242	RPL23A	mRNA	14	23	0.378378	8	22	0.266667	1	1	0.328358	4	24	0.142857	4	22	0.153846	/	/	/
17	28722431	28722432	+	1	ENSG00000198242	RPL23A	mRNA	15	22	0.405405	6	24	0.2	1	1	0.313433	4	24	0.142857	5	20	0.2	/	/	/
17	28722433	28722434	+	1	ENSG00000198242	RPL23A	mRNA	15	24	0.384615	7	23	0.233333	1	1	0.318841	4	24	0.142857	5	22	0.185185	/	/	/
17	28722434	28722435	+	1	ENSG00000198242	RPL23A	mRNA	17	25	0.404762	8	24	0.25	1	1	0.337838	4	24	0.142857	4	25	0.137931	/	/	/
17	28722435	28722436	+	1	ENSG00000198242	RPL23A	mRNA	18	24	0.428571	8	24	0.25	1	1	0.351351	4	24	0.142857	4	24	0.142857	/	/	/
17	28722442	28722443	+	1	ENSG00000198242	RPL23A	mRNA	12	33	0.266667	7	25	0.21875	1	1	0.246753	3	24	0.111111	3	25	0.107143	/	/	/
17	28723874	28723875	+	1	ENSG00000198242	RPL23A	mRNA	87	110	0.441624	99	123	0.445946	1	1	0.443914	40	85	0.32	51	61	0.455357	1	1	0.383966
17	28744013	28744014	+	1			intergenic	11	39	0.22	4	47	0.0784314	1	/	/	5	30	0.142857	2	57	0.0338983	1	/	/
17	28744016	28744017	+	1			intergenic	11	80	0.120879	11	75	0.127907	1	1	0.124294	8	66	0.108108	15	102	0.128205	1	1	0.120419
17	28744018	28744019	+	1			intergenic	63	84	0.428571	53	87	0.378571	1	1	0.404181	64	82	0.438356	55	121	0.3125	1	1	0.369565
17	28745666	28745667	+	0	ENSG00000076604	TRAF4	mRNA	3	46	0.0612245	5	31	0.138889	/	1	/	3	17	0.15	2	28	0.0666667	/	/	/
17	28747240	28747241	+	1	ENSG00000076604	TRAF4	mRNA	56	223	0.200717	38	221	0.146718	1	1	0.174721	57	249	0.186275	50	229	0.179211	1	1	0.182906
17	28748938	28748939	+	1	ENSG00000076604	TRAF4	mRNA	32	43	0.426667	25	33	0.431034	1	1	0.428571	21	35	0.375	26	20	0.565217	1	1	0.460784
17	28860487	28860488	+	1	ENSG00000132591	ERAL1	mRNA	11	99	0.1	8	101	0.0733945	1	/	/	13	75	0.147727	17	90	0.158879	1	1	0.153846
17	29109948	29109949	-	1	ENSG00000196535	MYO18A	mRNA	8	40	0.166667	11	23	0.323529	1	1	0.231707	6	44	0.12	7	47	0.12963	1	1	0.125
17	29120647	29120648	-	1	ENSG00000196535	MYO18A	mRNA	7	26	0.212121	1	24	0.04	1	/	/	3	56	0.0508475	1	31	0.03125	/	/	/
17	29568505	29568506	+	1	ENSG00000167543	TP53I13	mRNA	8	35	0.186047	3	34	0.0810811	1	/	/	2	21	0.0869565	6	28	0.176471	/	1	/
17	29593476	29593477	+	1	ENSG00000198720	ANKRD13B	mRNA	7	62	0.101449	2	69	0.028169	1	/	/	4	67	0.056338	4	87	0.043956	/	/	/
17	29615676	29615677	-	1	ENSG00000167549	CORO6	mRNA	20	14	0.588235	12	3	0.8	1	/	/	3	1	0.75	4	4	0.5	/	/	/
17	29615677	29615678	-	1	ENSG00000167549	CORO6	mRNA	20	14	0.588235	12	3	0.8	1	/	/	3	1	0.75	4	4	0.5	/	/	/
17	29615678	29615679	-	1	ENSG00000167549	CORO6	mRNA	21	13	0.617647	13	2	0.866667	1	/	/	3	1	0.75	4	3	0.571429	/	/	/
17	29615679	29615680	-	1	ENSG00000167549	CORO6	mRNA	21	13	0.617647	13	2	0.866667	1	/	/	3	1	0.75	4	3	0.571429	/	/	/
17	29615681	29615682	-	1	ENSG00000167549	CORO6	mRNA	21	13	0.617647	12	3	0.8	1	/	/	3	1	0.75	4	3	0.571429	/	/	/
17	29615682	29615683	-	1	ENSG00000167549	CORO6	mRNA	21	13	0.617647	12	3	0.8	1	/	/	3	1	0.75	4	3	0.571429	/	/	/
17	29615683	29615684	-	1	ENSG00000167549	CORO6	mRNA	21	11	0.65625	11	3	0.785714	1	/	/	3	1	0.75	4	3	0.571429	/	/	/
17	29615684	29615685	-	1	ENSG00000167549	CORO6	mRNA	17	15	0.53125	6	8	0.428571	1	/	/	1	3	0.25	4	3	0.571429	/	/	/
17	29617931	29617932	-	1	ENSG00000167549	CORO6	mRNA	8	31	0.205128	5	28	0.151515	1	1	0.180556	4	22	0.153846	8	32	0.2	/	1	/
17	29617951	29617952	-	1	ENSG00000167549	CORO6	mRNA	6	30	0.166667	1	24	0.04	1	/	/	0	25	0.0	1	36	0.027027	/	/	/
17	29628633	29628634	-	1			intergenic	7	51	0.12069	2	45	0.0425532	1	/	/	0	35	0.0	1	42	0.0232558	/	/	/
17	30571567	30571568	-	0	ENSG00000231870	KRT17P3	pseudogene	10	15	0.4	9	11	0.45	/	/	/	11	7	0.611111	16	18	0.470588	/	1	/
17	31034549	31034550	-	0			intergenic	3	38	0.0731707	2	36	0.0526316	/	/	/	6	40	0.130435	5	45	0.1	1	1	0.114583
17	31034655	31034656	-	1			intergenic	23	17	0.575	23	24	0.489362	1	1	0.528736	26	25	0.509804	23	45	0.338235	1	1	0.411765
17	31034661	31034662	-	0			intergenic	9	12	0.428571	19	17	0.527778	/	1	/	17	19	0.472222	21	25	0.456522	1	1	0.463415
17	31880566	31880567	-	0	ENSG00000108651	UTP6	mRNA	2	26	0.0714286	0	25	0.0	/	/	/	5	25	0.166667	0	25	0.0	1	/	/
17	31988390	31988391	+	0	ENSG00000178691	SUZ12	mRNA	3	44	0.0638298	5	58	0.0793651	/	/	/	5	44	0.102041	2	46	0.0416667	1	/	/
17	32192263	32192264	-	0			intergenic	1	21	0.0454545	1	9	0.1	/	/	/	4	15	0.210526	5	33	0.131579	/	1	/
17	32447016	32447017	+	0	ENSG00000108671	PSMD11	mRNA	4	19	0.173913	1	27	0.0357143	/	/	/	5	32	0.135135	2	30	0.0625	1	/	/
17	32479286	32479287	+	0	ENSG00000108671	PSMD11	mRNA	7	66	0.0958904	2	65	0.0298507	/	/	/	6	49	0.109091	9	60	0.130435	1	1	0.120968
17	32928219	32928220	+	1	ENSG00000006042	TMEM98	mRNA	5	25	0.166667	7	36	0.162791	1	1	0.164384	6	37	0.139535	12	42	0.222222	1	1	0.185567
17	33014011	33014012	+	0			intergenic	7	13	0.35	11	24	0.314286	/	1	/	15	18	0.454545	9	21	0.3	1	1	0.380952
17	35008744	35008745	+	1	ENSG00000224113	RP5-837J1.2	sense_overlapping	5	41	0.108696	0	29	0.0	1	/	/	3	36	0.0769231	3	28	0.0967742	/	/	/
17	35008745	35008746	+	1	ENSG00000224113	RP5-837J1.2	sense_overlapping	5	41	0.108696	0	29	0.0	1	/	/	3	36	0.0769231	3	28	0.0967742	/	/	/
17	35008747	35008748	+	1	ENSG00000224113	RP5-837J1.2	sense_overlapping	5	41	0.108696	0	29	0.0	1	/	/	2	37	0.0512821	3	28	0.0967742	/	/	/
17	35008750	35008751	+	1	ENSG00000224113	RP5-837J1.2	sense_overlapping	5	42	0.106383	0	29	0.0	1	/	/	3	36	0.0769231	6	25	0.193548	/	1	/
17	35008751	35008752	+	1	ENSG00000224113	RP5-837J1.2	sense_overlapping	5	42	0.106383	0	29	0.0	1	/	/	4	35	0.102564	6	25	0.193548	/	1	/
17	35008754	35008755	+	0	ENSG00000224113	RP5-837J1.2	sense_overlapping	4	43	0.0851064	1	28	0.0344828	/	/	/	5	34	0.128205	5	26	0.16129	1	1	0.142857
17	35008755	35008756	+	0	ENSG00000224113	RP5-837J1.2	sense_overlapping	2	44	0.0434783	1	27	0.0357143	/	/	/	3	36	0.0769231	5	26	0.16129	/	1	/
17	35008762	35008763	+	0	ENSG00000224113	RP5-837J1.2	sense_overlapping	3	42	0.0666667	1	26	0.037037	/	/	/	3	35	0.0789474	7	25	0.21875	/	1	/
17	35008775	35008776	+	0	ENSG00000224113	RP5-837J1.2	sense_overlapping	0	38	0.0	1	21	0.0454545	/	/	/	0	31	0.0	5	25	0.166667	/	1	/
17	35731853	35731854	+	0	ENSG00000141150	RASL10B	mRNA	1	39	0.025	3	38	0.0731707	/	/	/	6	48	0.111111	4	51	0.0727273	1	/	/
17	35825712	35825713	+	1	ENSG00000172660	TAF15	mRNA	11	53	0.171875	6	52	0.103448	1	1	0.139344	1	24	0.04	9	25	0.264706	/	1	/
17	35825713	35825714	+	1	ENSG00000172660	TAF15	mRNA	11	54	0.169231	6	52	0.103448	1	1	0.138211	1	24	0.04	7	27	0.205882	/	1	/
17	35825718	35825719	+	1	ENSG00000172660	TAF15	mRNA	12	55	0.179104	5	53	0.0862069	1	/	/	1	24	0.04	9	26	0.257143	/	1	/
17	35825722	35825723	+	1	ENSG00000172660	TAF15	mRNA	12	62	0.162162	7	56	0.111111	1	1	0.138686	1	27	0.0357143	10	26	0.277778	/	1	/
17	35825727	35825728	+	0	ENSG00000172660	TAF15	mRNA	5	71	0.0657895	2	66	0.0294118	/	/	/	0	31	0.0	8	31	0.205128	/	1	/
17	35825729	35825730	+	0	ENSG00000172660	TAF15	mRNA	4	72	0.0526316	2	65	0.0298507	/	/	/	0	31	0.0	6	33	0.153846	/	1	/
17	35871965	35871966	-	0	ENSG00000161570	CCL5	mRNA	0	56	0.0	0	66	0.0	/	/	/	1	59	0.0166667	5	44	0.102041	/	1	/
17	35871969	35871970	-	0	ENSG00000161570	CCL5	mRNA	0	63	0.0	2	69	0.028169	/	/	/	1	64	0.0153846	6	51	0.105263	/	1	/
17	36495935	36495936	-	1	ENSG00000141140	MYO19	mRNA	6	40	0.130435	3	30	0.0909091	1	/	/	0	30	0.0	4	52	0.0714286	/	/	/
17	36608746	36608747	+	1	ENSG00000129282	MRM1	mRNA	5	43	0.104167	0	24	0.0	1	/	/	2	18	0.1	2	19	0.0952381	/	/	/
17	36989363	36989364	+	1	ENSG00000108270	AATF	mRNA	103	166	0.3829	86	169	0.337255	1	1	0.360687	38	194	0.163793	40	231	0.147601	1	1	0.15507
17	37085749	37085750	-	1	ENSG00000132142	ACACA	mRNA	13	75	0.147727	4	76	0.05	1	/	/	4	106	0.0363636	7	88	0.0736842	/	/	/
17	37179333	37179334	-	0	ENSG00000132142	ACACA	mRNA	4	35	0.102564	2	32	0.0588235	/	/	/	2	44	0.0434783	9	43	0.173077	/	1	/
17	37245186	37245187	+	1			intergenic	5	43	0.104167	6	36	0.142857	1	1	0.122222	2	26	0.0714286	6	39	0.133333	/	1	/
17	37512905	37512906	+	1	ENSG00000161326	DUSP14	mRNA	11	29	0.275	3	24	0.111111	1	/	/	8	21	0.275862	4	24	0.142857	/	/	/
17	37536029	37536030	-	1	ENSG00000006114	SYNRG	mRNA	7	48	0.127273	5	43	0.104167	1	1	0.116505	2	41	0.0465116	1	38	0.025641	/	/	/
17	37632219	37632220	-	1	ENSG00000141141	DDX52	mRNA	26	76	0.254902	17	84	0.168317	1	1	0.211823	24	78	0.235294	24	64	0.272727	1	1	0.252632
17	37987236	37987237	+	0			intergenic	3	43	0.0652174	2	43	0.0444444	/	/	/	0	32	0.0	6	28	0.176471	/	1	/
17	37987507	37987508	+	1			intergenic	236	824	0.222642	181	602	0.231162	1	1	0.226262	176	574	0.234667	199	630	0.240048	1	1	0.237492
17	38352525	38352526	+	0	ENSG00000174111	SOCS7	mRNA	4	40	0.0909091	5	41	0.108696	/	1	/	5	41	0.108696	4	47	0.0784314	1	/	/
17	38352526	38352527	+	0	ENSG00000174111	SOCS7	mRNA	3	41	0.0681818	4	45	0.0816327	/	/	/	5	43	0.104167	2	51	0.0377358	1	/	/
17	38453814	38453815	+	1	ENSG00000225485	ARHGAP23	mRNA	5	35	0.125	2	36	0.0526316	1	/	/	6	53	0.101695	3	34	0.0810811	1	/	/
17	38453815	38453816	+	1	ENSG00000225485	ARHGAP23	mRNA	7	33	0.175	2	37	0.0512821	1	/	/	5	54	0.0847458	5	31	0.138889	/	1	/
17	38453816	38453817	+	1	ENSG00000225485	ARHGAP23	mRNA	6	35	0.146341	3	36	0.0769231	1	/	/	5	54	0.0847458	5	33	0.131579	/	1	/
17	38453817	38453818	+	1	ENSG00000225485	ARHGAP23	mRNA	7	35	0.166667	4	36	0.1	1	/	/	5	54	0.0847458	5	33	0.131579	/	1	/
17	38453818	38453819	+	1	ENSG00000225485	ARHGAP23	mRNA	8	35	0.186047	3	37	0.075	1	/	/	5	54	0.0847458	6	32	0.157895	/	1	/
17	38454012	38454013	+	1	ENSG00000225485	ARHGAP23	mRNA	11	63	0.148649	8	81	0.0898876	1	/	/	6	70	0.0789474	9	73	0.109756	/	1	/
17	38454018	38454019	+	1	ENSG00000225485	ARHGAP23	mRNA	10	67	0.12987	10	80	0.111111	1	1	0.11976	6	77	0.0722892	8	83	0.0879121	/	/	/
17	38454019	38454020	+	1	ENSG00000225485	ARHGAP23	mRNA	12	65	0.155844	11	79	0.122222	1	1	0.137725	4	79	0.0481928	9	82	0.0989011	/	/	/
17	38477836	38477837	+	1	ENSG00000225485	ARHGAP23	mRNA	5	33	0.131579	1	32	0.030303	1	/	/	2	33	0.0571429	0	28	0.0	/	/	/
17	38479753	38479754	+	1	ENSG00000225485	ARHGAP23	mRNA	5	41	0.108696	0	47	0.0	1	/	/	0	65	0.0	0	61	0.0	/	/	/
17	38510687	38510688	+	1			intergenic	120	456	0.208333	110	384	0.222672	1	1	0.214953	125	408	0.234522	131	437	0.230634	1	1	0.232516
17	38510690	38510691	+	1			intergenic	147	401	0.268248	119	353	0.252119	1	1	0.260784	146	357	0.290258	148	400	0.270073	1	1	0.279734
17	38510692	38510693	+	1			intergenic	142	410	0.257246	124	350	0.261603	1	1	0.259259	147	365	0.287109	158	403	0.28164	1	1	0.28425
17	38510693	38510694	+	1			intergenic	148	405	0.267631	126	349	0.265263	1	1	0.266537	145	370	0.281553	150	417	0.26455	1	1	0.272643
17	38510705	38510706	+	1			intergenic	167	395	0.297153	143	334	0.29979	1	1	0.298364	174	333	0.343195	171	398	0.300527	1	1	0.320632
17	38510707	38510708	+	1			intergenic	172	388	0.307143	145	334	0.302714	1	1	0.305101	176	333	0.345776	173	400	0.30192	1	1	0.322551
