chr	start	end	strand	label	gene_type	gene_name	gene_pos	unconverted	converted	ratio
5	43666948	43666949	-		pseudogene	ENSG00000224993(RPL29P12)	284	5	8	0.384615385
5	50441178	50441179	-		protein_coding	ENSG00000170571(EMB)	2070	8	121	0.062015504
5	61390722	61390723	-		pseudogene	ENSG00000213891(RPL3P6)	1149	4	4	0.5
5	62366426	62366427	+		protein_coding	ENSG00000068796(KIF2A)	60266	26	316	0.076023392
5	66159227	66159228	+		protein_coding	ENSG00000153914(SREK1)	19258	26	463	0.053169734
5	69351727	69351728	-		protein_coding	ENSG00000085231(AK6)	18286	6	67	0.082191781
5	71652670	71652671	+		protein_coding	ENSG00000131844(MCCC2)	73141	17	994	0.016815035
5	73446775	73446776	-		protein_coding	ENSG00000251493(FOXD1)	2002	9	319	0.027439024
5	74685442	74685443	+		protein_coding	ENSG00000049860(HEXB)	45421	45	705	0.06
5	75598907	75598908	+		protein_coding	ENSG00000122008(POLK)	87153	8	47	0.145454545
5	77776309	77776310	-		protein_coding	ENSG00000171530(TBCA)	92471	8	222	0.034782609
5	79284383	79284384	-		pseudogene	ENSG00000213757(RPS3AP20)	535	8	19	0.296296296
5	80315776	80315777	+		pseudogene	ENSG00000244076	107	6	15	0.285714286
5	80654843	80654844	+		protein_coding	ENSG00000113318(MSH3)	193	15	150	0.090909091
5	81972208	81972209	+		protein_coding	ENSG00000152348(ATG10)	187	4	18	0.181818182
5	82276065	82276066	-		protein_coding	ENSG00000186468(RPS23)	2331	42	1286	0.031626506
5	82276089	82276090	-		protein_coding	ENSG00000186468(RPS23)	2307	44	6645	0.006577964
5	86618072	86618073	+		protein_coding	ENSG00000127184(COX7C)	146	62	7091	0.008667692
5	93584391	93584392	+		protein_coding	ENSG00000175745(NR2F1)	1171	10	150	0.0625
5	93682595	93682596	-		protein_coding	ENSG00000113391(FAM172A)	429104	4	10	0.285714286
5	94764827	94764828	+		Other features	.	.	25	494	0.048169557
5	95494686	95494687	-		protein_coding	ENSG00000198677(TTC37)	60364	13	366	0.034300792
5	95794872	95794873	+		protein_coding	ENSG00000164292(RHOBTB3)	81352	66	327	0.167938931
5	96775945	96775946	-		protein_coding	ENSG00000164307(ERAP1)	32155	4	20	0.166666667
5	102866171	102866172	+		protein_coding	ENSG00000145730(PAM)	112192	7	120	0.05511811
5	112161125	112161126	+		lncRNA	ENSG00000224032(EPB41L4A-AS1)	601	26	1828	0.014023732
5	112161134	112161135	+		lncRNA	ENSG00000224032(EPB41L4A-AS1)	610	108	1486	0.067754078
5	113433330	113433331	+		lncRNA	ENSG00000232633	110304	9	43	0.173076923
5	113513871	113513872	+		protein_coding	ENSG00000047188(YTHDC2)	179	56	328	0.145833333
5	113567765	113567766	+		protein_coding	ENSG00000047188(YTHDC2)	54073	8	255	0.030418251
5	113593044	113593045	+		protein_coding	ENSG00000047188(YTHDC2)	79352	5	28	0.151515152
5	116051861	116051862	-		Other features	ENSG00000185641	.	32	1335	0.023408925
5	116562714	116562715	+		pseudogene	ENSG00000239528(RPS14P8)	154	3	3	0.5
5	132557024	132557025	+		protein_coding	ENSG00000113522(RAD50)	1007	6	75	0.074074074
5	132867001	132867002	+		protein_coding	ENSG00000164405(UQCRQ)	373	35	4384	0.007920344
5	134632738	134632739	-		protein_coding	ENSG00000152700(SAR1B)	16533	13	538	0.023593466
5	134794913	134794914	+		protein_coding	ENSG00000145833(DDX46)	36144	74	715	0.093789607
5	134794914	134794915	+		protein_coding	ENSG00000145833(DDX46)	36145	23	762	0.029299363
5	135343360	135343361	-		protein_coding	ENSG00000113648(MACROH2A1)	56554	191	3000	0.059855845
5	138252830	138252831	-		protein_coding	ENSG00000146013(GFRA3)	21791	8	29	0.216216216
5	138345065	138345066	+		protein_coding	ENSG00000120709(FAM53C)	13132	12	363	0.032
5	138446020	138446021	+		protein_coding	ENSG00000132563(REEP2)	6965	59	444	0.117296223
5	138507105	138507106	-		protein_coding	ENSG00000120705(ETF1)	36131	202	1949	0.093909809
5	138555085	138555086	-		protein_coding	ENSG00000113013(HSPA9)	20590	10	206	0.046296296
5	138567656	138567657	-		protein_coding	ENSG00000113013(HSPA9)	8019	106	5798	0.01795393
5	140564412	140564413	-		protein_coding	ENSG00000113108(APBB3)	369	5	31	0.138888889
5	140567660	140567661	+		protein_coding	ENSG00000176087(SLC35A4)	3216	10	141	0.066225166
5	140675250	140675251	-		protein_coding	ENSG00000170445(HARS1)	16287	5	27	0.15625
5	140677059	140677060	-		protein_coding	ENSG00000170445(HARS1)	14478	17	328	0.049275362
5	141578584	141578585	-		protein_coding	ENSG00000131504(DIAPH1)	40471	14	383	0.035264484
5	141637383	141637384	+		protein_coding	ENSG00000164620(RELL2)	435	9	44	0.169811321
5	142137829	142137830	+		protein_coding	ENSG00000131507(NDFIP1)	29052	69	842	0.075740944
5	142144614	142144615	+		protein_coding	ENSG00000131507(NDFIP1)	35837	28	687	0.039160839
5	146132956	146132957	-		protein_coding	ENSG00000133706(LARS1)	49740	24	2004	0.01183432
5	149306375	149306376	+		protein_coding	ENSG00000157510(AFAP1L1)	34518	7	73	0.0875
5	149551000	149551001	-		protein_coding	ENSG00000113712(CSNK1A1)	471	35	476	0.068493151
5	149853896	149853897	+		protein_coding	ENSG00000155846(PPARGC1B)	123600	7	26	0.212121212
5	150375160	150375161	+		protein_coding	ENSG00000070814(TCOF1)	17533	119	1920	0.058361942
5	150444318	150444319	-		protein_coding	ENSG00000164587(RPS14)	5421	211	14386	0.014455025
5	150444320	150444321	-		protein_coding	ENSG00000164587(RPS14)	5419	95	14406	0.006551272
5	150796176	150796177	+		protein_coding	ENSG00000256235(SMIM3)	17421	5	45	0.1
5	151026983	151026984	+		protein_coding	ENSG00000211445(GPX3)	6394	9	347	0.025280899
5	151028908	151028909	+		protein_coding	ENSG00000211445(GPX3)	8319	8	167	0.045714286
5	151746358	151746359	-		protein_coding	ENSG00000177556(ATOX1)	26174	18	1250	0.014195584
5	154821423	154821424	-		protein_coding	ENSG00000170271(FAXDC2)	37829	4	13	0.235294118
5	157479497	157479498	-		protein_coding	ENSG00000135074(ADAM19)	96278	10	38	0.208333333
5	160427855	160427856	+		protein_coding	ENSG00000164611(PTTG1)	6002	67	595	0.101208459
5	168579350	168579351	-		protein_coding	ENSG00000120137(PANK3)	18	9	304	0.028753994
5	172926561	172926562	+		protein_coding	ENSG00000113719(ERGIC1)	92312	20	385	0.049382716
5	173164215	173164216	+		protein_coding	ENSG00000113734(BNIP1)	19775	67	235	0.221854305
5	174513792	174513793	+		lncRNA	ENSG00000249306(LINC01411)	177499	5	2	0.714285714
5	176355640	176355641	-		protein_coding	ENSG00000122203(KIAA1191)	6167	39	793	0.046875
5	176389543	176389544	+		protein_coding	ENSG00000146066(HIGD2A)	794	103	2634	0.037632444
5	176506835	176506836	+		protein_coding	ENSG00000113194(FAF2)	59209	13	580	0.021922428
5	176507978	176507979	+		protein_coding	ENSG00000113194(FAF2)	60352	53	863	0.057860262
5	177097801	177097802	+		protein_coding	ENSG00000160867(FGFR4)	10898	52	175	0.22907489
5	177331689	177331690	-		protein_coding	ENSG00000169223(LMAN2)	20151	24	793	0.029375765
5	177593706	177593707	+		protein_coding	ENSG00000184840(TMED9)	1505	17	1071	0.015625
5	177595648	177595649	+		protein_coding	ENSG00000184840(TMED9)	3447	51	2017	0.024661509
5	178055901	178055902	+		lncRNA	ENSG00000204677(FAM153CP)	49555	8	11	0.421052632
5	179616892	179616893	-		protein_coding	ENSG00000169045(HNRNPH1)	17892	132	2336	0.053484603
5	179803366	179803367	-		protein_coding	ENSG00000161013(MGAT4B)	3586	4	10	0.285714286
5	179811579	179811580	+		protein_coding	ENSG00000161011(SQSTM1)	5183	10	163	0.057803468
5	179812738	179812739	+		protein_coding	ENSG00000161011(SQSTM1)	6342	6	58	0.09375
5	180071464	180071465	-		protein_coding	ENSG00000113269(RNF130)	649	24	655	0.035346097
5	180575329	180575330	+		protein_coding	ENSG00000113300(CNOT6)	80952	20	443	0.043196544
5	180810848	180810849	+		TEC	ENSG00000280161	449	7	139	0.047945205
5	180810874	180810875	+		TEC	ENSG00000280161	475	25	119	0.173611111
5	181236940	181236941	-		protein_coding	ENSG00000204628(RACK1)	11156	58	8771	0.00656926
5	181238209	181238210	-		protein_coding	ENSG00000204628(RACK1)	9887	121	23650	0.005090236
5	181241547	181241548	-		protein_coding	ENSG00000204628(RACK1)	6549	253	26230	0.009553298
5	181243833	181243834	-		protein_coding	ENSG00000204628(RACK1)	4263	69	12686	0.005409643
6	2953176	2953177	-		protein_coding	ENSG00000124570(SERPINB6)	18989	19	1102	0.016949153
6	3270339	3270340	-		protein_coding	ENSG00000137266(SLC22A23)	186711	19	40	0.322033898
6	7339251	7339252	-		protein_coding	ENSG00000164304(CAGE1)	50491	5	2	0.714285714
6	18224181	18224182	-		protein_coding	ENSG00000124795(DEK)	40367	5	35	0.125
6	21594800	21594801	+		protein_coding	ENSG00000124766(SOX4)	1051	68	1477	0.044012945
6	24495099	24495100	+		protein_coding	ENSG00000112294(ALDH5A1)	234	12	30	0.285714286
6	26022002	26022003	+		protein_coding	ENSG00000278637(H4C1)	355	14	82	0.145833333
6	26476249	26476250	+		protein_coding	ENSG00000112763(BTN2A1)	18347	8	24	0.25
6	26597105	26597106	+		protein_coding	ENSG00000146109(ABT1)	154	12	600	0.019607843
6	29627927	29627928	-		protein_coding	ENSG00000204681(GABBR1)	6049	7	4	0.636363636
6	30626064	30626065	+		protein_coding	ENSG00000204568(MRPS18B)	8226	35	1359	0.025107604
6	30730710	30730711	-		protein_coding	ENSG00000137312(FLOT1)	12022	33	1343	0.023982558
6	31271860	31271861	-		protein_coding	ENSG00000204525(HLA-C)	270	158	2376	0.062352013
6	31356430	31356431	-		protein_coding	ENSG00000234745(HLA-B)	10637	26	999	0.025365854
6	31356949	31356950	-		protein_coding	ENSG00000234745(HLA-B)	10118	17	1009	0.016569201
6	31533694	31533695	-		protein_coding	ENSG00000198563(DDX39B)	8754	17	1265	0.01326053
6	31637563	31637564	+		protein_coding	ENSG00000204469(PRRC2A)	16850	16	393	0.039119804
6	31644133	31644134	-		protein_coding	ENSG00000204463(BAG6)	8572	276	267	0.508287293
6	31728501	31728502	-		protein_coding	ENSG00000213722(DDAH2)	2116	66	174	0.275
6	31730596	31730597	-		protein_coding	ENSG00000213722(DDAH2)	21	8	226	0.034188034
6	31756588	31756589	+		protein_coding	ENSG00000204410(MSH5)	16913	7	40	0.14893617
6	31836455	31836456	+		lncRNA	ENSG00000285565	7623	71	2215	0.031058618
6	31859739	31859740	-		protein_coding	ENSG00000204386(NEU1)	3166	33	274	0.107491857
6	32121271	32121272	-		protein_coding	ENSG00000213676(ATF6B)	6982	12	155	0.071856287
6	32155759	32155760	+		protein_coding	ENSG00000221988(PPT2)	2320	11	135	0.075342466
6	32168626	32168627	-		protein_coding	ENSG00000204310(AGPAT1)	9470	19	533	0.03442029
6	32837982	32837983	-		protein_coding	ENSG00000204267(TAP2)	757	11	67	0.141025641
6	32853165	32853166	-		protein_coding	ENSG00000168394(TAP1)	651	17	91	0.157407407
6	33193930	33193931	-		protein_coding	ENSG00000204231(RXRB)	6735	11	92	0.106796117
6	33287500	33287501	-		protein_coding	ENSG00000227057(WDR46)	1747	14	633	0.021638331
6	33293188	33293189	-		protein_coding	ENSG00000237441(RGL2)	5754	6	40	0.130434783
6	33452614	33452615	+		protein_coding	ENSG00000197283(SYNGAP1)	32955	5	26	0.161290323
6	33776965	33776966	-		protein_coding	ENSG00000161904(LEMD2)	12165	27	569	0.045302013
6	34237228	34237229	+		protein_coding	ENSG00000137309(HMGA1)	357	54	1251	0.04137931
6	34247746	34247747	-		protein_coding	ENSG00000186577(SMIM29)	1362	9	94	0.087378641
6	34280148	34280149	-		protein_coding	ENSG00000272325(NUDT3)	112521	25	49	0.337837838
6	36108684	36108685	+		protein_coding	ENSG00000112062(MAPK14)	80904	20	348	0.054347826
6	36855306	36855307	-		protein_coding	ENSG00000137168(PPIL1)	19497	14	64	0.179487179
6	36985918	36985919	-		protein_coding	ENSG00000137409(MTCH1)	380	12	604	0.019480519
6	37483116	37483117	-		protein_coding	ENSG00000198937(CCDC167)	16777	21	946	0.021716649
6	41099101	41099102	+		protein_coding	ENSG00000001167(NFYA)	26129	29	302	0.087613293
6	41940453	41940454	-		protein_coding	ENSG00000112576(CCND3)	109904	51	544	0.085714286
6	42964198	42964199	-		protein_coding	ENSG00000124587(PEX6)	14983	12	56	0.176470588
6	42989627	42989628	+		protein_coding	ENSG00000112640(PPP2R5D)	5076	59	287	0.170520231
6	43049985	43049986	-		protein_coding	ENSG00000044090(CUL7)	3958	15	180	0.076923077
6	43143437	43143438	+		protein_coding	ENSG00000112655(PTK7)	67132	18	323	0.052785924
6	43188633	43188634	+		protein_coding	ENSG00000112659(CUL9)	6451	23	56	0.291139241
6	43225783	43225784	-		protein_coding	ENSG00000112667(DNPH1)	3698	35	1801	0.019063181
6	43505060	43505061	+		protein_coding	ENSG00000137221(TJAP1)	27539	59	95	0.383116883
6	44249416	44249417	+		protein_coding	ENSG00000096384(HSP90AB1)	3252	65	9771	0.006608377
6	44253052	44253053	+		protein_coding	ENSG00000096384(HSP90AB1)	6888	122	4810	0.024736415
6	44255266	44255267	-		protein_coding	ENSG00000157593(SLC35B2)	2624	14	296	0.04516129
6	47001331	47001332	-		protein_coding	ENSG00000153292(ADGRF1)	41019	6	0	1.0
6	57172560	57172561	+		protein_coding	ENSG00000112208(BAG2)	236	5	52	0.087719298
6	73519518	73519519	-		protein_coding	ENSG00000156508(EEF1A1)	6069	4	13	0.235294118
6	92025384	92025385	-		lncRNA	ENSG00000285961	154772	3	0	1.0
6	104859758	104859759	-		protein_coding	ENSG00000085382(HACE1)	161	18	118	0.132352941
6	105097673	105097674	-		protein_coding	ENSG00000112276(BVES)	39484	13	81	0.138297872
6	105115782	105115783	-		protein_coding	ENSG00000112276(BVES)	21375	14	128	0.098591549
6	106665887	106665888	+		protein_coding	ENSG00000130348(QRSL1)	36311	17	211	0.074561404
6	107459159	107459160	-		protein_coding	ENSG00000164494(PDSS2)	405	8	76	0.095238095
6	109791490	109791491	+		protein_coding	ENSG00000112367(FIG4)	100883	9	169	0.050561798
6	110101838	110101839	-		protein_coding	ENSG00000112290(WASF1)	78166	14	336	0.04
6	110108557	110108558	-		protein_coding	ENSG00000112290(WASF1)	71447	12	460	0.025423729
6	111087548	111087549	+		protein_coding	ENSG00000112394(SLC16A10)	47	7	101	0.064814815
6	111873197	111873198	-		protein_coding	ENSG00000010810(FYN)	255	121	702	0.147023086
6	112142283	112142284	-		protein_coding	ENSG00000112769(LAMA4)	112656	21	92	0.185840708
6	117575240	117575241	-		protein_coding	ENSG00000047932(GOPC)	27302	15	755	0.019480519
6	117907358	117907359	+		protein_coding	ENSG00000196376(SLC35F1)	96	10	155	0.060606061
6	117907601	117907602	+		protein_coding	ENSG00000196376(SLC35F1)	339	19	52	0.267605634
6	122438975	122438976	-		TEC	ENSG00000279453	248	6	29	0.171428571
6	125263094	125263095	+		protein_coding	ENSG00000111907(TPD52L1)	144047	21	89	0.190909091
6	127976924	127976925	-		protein_coding	ENSG00000152894(PTPRK)	543692	7	148	0.04516129
6	129577261	129577262	-		protein_coding	ENSG00000146376(ARHGAP18)	132916	11	66	0.142857143
6	130890312	130890313	-		protein_coding	ENSG00000079819(EPB41L2)	173010	32	705	0.043419267
6	131602377	131602378	-		protein_coding	ENSG00000112282(MED23)	25865	10	148	0.063291139
6	132296373	132296374	-		protein_coding	ENSG00000079931(MOXD1)	105102	49	499	0.089416058
6	143136909	143136910	+		protein_coding	ENSG00000146416(AIG1)	76415	50	867	0.054525627
6	148747619	148747620	+		protein_coding	ENSG00000111962(UST)	591	6	20	0.230769231
6	149379347	149379348	+		protein_coding	ENSG00000055208(TAB2)	160708	8	173	0.044198895
6	149498750	149498751	-		Other features	.	.	6	40	0.130434783
6	149594325	149594326	+		pseudogene	ENSG00000220848(RPS18P9)	1640	6	71	0.077922078
6	149843113	149843114	-		protein_coding	ENSG00000120256(LRP11)	21246	22	580	0.03654485
6	150865993	150865994	+		protein_coding	ENSG00000120254(MTHFD1L)	316	9	337	0.026011561
6	150936915	150936916	+		protein_coding	ENSG00000120254(MTHFD1L)	71238	22	778	0.0275
6	157896864	157896865	+		protein_coding	ENSG00000130340(SNX9)	196479	10	309	0.031347962
6	158636620	158636621	-		protein_coding	ENSG00000146425(DYNLT1)	8123	51	2863	0.017501716
6	158785549	158785550	-		protein_coding	ENSG00000092820(EZR)	33819	64	874	0.068230277
6	159681480	159681481	-		protein_coding	ENSG00000291237(SOD2)	81049	18	749	0.023468057
6	163415112	163415113	+		protein_coding	ENSG00000112531(QKI)	1114	6	74	0.075
7	726926	726927	+		protein_coding	ENSG00000164818(DNAAF5)	229	14	491	0.027722772
7	726927	726928	+		protein_coding	ENSG00000164818(DNAAF5)	230	17	491	0.033464567
7	997376	997377	-		protein_coding	ENSG00000146540(C7orf50)	140884	26	1956	0.013118063
7	1160551	1160552	+		lncRNA	ENSG00000229043(ZFAND2A-DT)	179	58	100	0.367088608
7	1477933	1477934	-		protein_coding	ENSG00000164880(INTS1)	26456	22	250	0.080882353
7	1479581	1479582	-		protein_coding	ENSG00000164880(INTS1)	24808	23	180	0.113300493
7	2230721	2230722	-		protein_coding	ENSG00000002822(MAD1L1)	2522	15	120	0.111111111
7	2542173	2542174	-		protein_coding	ENSG00000106009(BRAT1)	13521	7	141	0.047297297
7	2543756	2543757	-		protein_coding	ENSG00000106009(BRAT1)	11938	16	310	0.049079755
7	2661672	2661673	+		protein_coding	ENSG00000136295(TTYH3)	29713	28	122	0.186666667
7	2662747	2662748	+		protein_coding	ENSG00000136295(TTYH3)	30788	9	341	0.025714286
7	3301720	3301721	+		protein_coding	ENSG00000146555(SDK1)	470	6	40	0.130434783
7	4682510	4682511	+		protein_coding	ENSG00000164916(FOXK1)	217	5	10	0.333333333
7	4791533	4791534	+		protein_coding	ENSG00000242802(AP5Z1)	15920	15	25	0.375
7	10974235	10974236	+		protein_coding	ENSG00000106443(PHF14)	901	55	85	0.392857143
7	15701502	15701503	-		pseudogene	ENSG00000235828(RPL36AP26)	250	14	14	0.5
7	23490644	23490645	+		pseudogene	ENSG00000232818(RPS2P32)	173	6	8	0.428571429
7	24650532	24650533	+		protein_coding	ENSG00000105926(PALS2)	77266	32	254	0.111888112
7	27097030	27097031	+		lncRNA	ENSG00000233429(HOTAIRM1)	1385	5	8	0.384615385
7	27098498	27098499	+		lncRNA	ENSG00000233429(HOTAIRM1)	2853	11	64	0.146666667
7	29923381	29923382	-		protein_coding	ENSG00000136193(SCRN1)	66908	90	328	0.215311005
7	30633911	30633912	+		protein_coding	ENSG00000106105(GARS1)	53380	13	697	0.018309859
7	32485894	32485895	-		protein_coding	ENSG00000106355(LSM5)	9389	22	178	0.11
7	37951209	37951210	+		protein_coding	ENSG00000086289(EPDR1)	30571	6	109	0.052173913
7	44059575	44059576	+		protein_coding	ENSG00000136279(DBNL)	14937	126	608	0.171662125
7	44080829	44080830	-		protein_coding	ENSG00000122678(POLM)	1701	11	65	0.144736842
7	44394897	44394898	-		protein_coding	ENSG00000015676(NUDCD3)	95761	5	32	0.135135135
7	44468236	44468237	+		pseudogene	ENSG00000146677(RPL32P18)	341	9	12	0.428571429
7	44581165	44581166	-		protein_coding	ENSG00000158604(TMED4)	1122	22	1704	0.012746234
7	44757898	44757899	+		protein_coding	ENSG00000122515(ZMIZ2)	9319	9	170	0.05027933
7	55978215	55978216	+		protein_coding	ENSG00000146729(NIPSNAP2)	26424	14	470	0.02892562
7	56078425	56078426	+		protein_coding	ENSG00000129103(SUMF2)	14425	28	2115	0.013065796
7	56080579	56080580	+		protein_coding	ENSG00000129103(SUMF2)	16579	23	959	0.023421589
7	64923439	64923440	+		protein_coding	ENSG00000198039(ZNF273)	53269	6	60	0.090909091
7	67309042	67309043	+		lncRNA	ENSG00000291153(STAG3L4)	6423	25	240	0.094339623
7	73683252	73683253	-		protein_coding	ENSG00000176410(DNAJC30)	201	16	163	0.089385475
7	73834709	73834710	-		protein_coding	ENSG00000165171(METTL27)	7807	19	18	0.513513514
7	74657876	74657877	+		protein_coding	ENSG00000263001(GTF2I)	7647	32	334	0.087431694
7	75066791	75066792	-		protein_coding	ENSG00000274523(RCC1L)	7437	36	675	0.050632911
7	75073531	75073532	-		protein_coding	ENSG00000274523(RCC1L)	697	10	99	0.091743119
7	76005278	76005279	-		protein_coding	ENSG00000127952(STYXL1)	42726	533	300	0.639855942
7	76064814	76064815	+		protein_coding	ENSG00000146701(MDH2)	16765	474	2394	0.165271967
7	76281753	76281754	+		protein_coding	ENSG00000177679(SRRM3)	79859	4	19	0.173913043
7	76328496	76328497	-		protein_coding	ENSG00000170027(YWHAG)	30495	20	1423	0.013860014
7	79454476	79454477	+		lncRNA	ENSG00000234456(MAGI2-AS3)	1601	19	21	0.475
7	88639300	88639301	+		lncRNA	ENSG00000233420	219135	5	12	0.294117647
7	92528350	92528351	-		protein_coding	ENSG00000127980(PEX1)	170	9	112	0.074380165
7	98386081	98386082	-		protein_coding	ENSG00000006453(BAIAP2L1)	15009	10	26	0.277777778
7	98400956	98400957	-		protein_coding	ENSG00000006453(BAIAP2L1)	134	12	97	0.110091743
7	99466147	99466148	-		protein_coding	ENSG00000248919(ATP5MF-PTCD1)	50	20	1610	0.012269939
7	99558686	99558687	+		protein_coding	ENSG00000197343(ZNF655)	282	7	99	0.066037736
7	100101346	100101347	-		protein_coding	ENSG00000166508(MCM7)	594	38	2879	0.013027083
7	100827207	100827208	-		protein_coding	ENSG00000196411(EPHB4)	316	20	190	0.095238095
7	100881345	100881346	+		protein_coding	ENSG00000087087(SRRT)	6244	64	418	0.132780083
7	100882206	100882207	+		protein_coding	ENSG00000087087(SRRT)	7105	19	591	0.031147541
7	100888301	100888302	+		protein_coding	ENSG00000087087(SRRT)	13200	9	323	0.027108434
7	100888364	100888365	+		protein_coding	ENSG00000087087(SRRT)	13263	10	297	0.03257329
7	101206389	101206390	-		protein_coding	ENSG00000106397(PLOD3)	12031	15	240	0.058823529
7	101212315	101212316	-		protein_coding	ENSG00000106397(PLOD3)	6105	29	297	0.088957055
7	102178564	102178565	+		protein_coding	ENSG00000257923(CUX1)	362662	47	261	0.152597403
7	107986263	107986264	-		protein_coding	ENSG00000091136(LAMB1)	16950	37	155	0.192708333
7	108569590	108569591	-		protein_coding	ENSG00000177683(THAP5)	160	10	337	0.028818444
7	127585404	127585405	-		protein_coding	ENSG00000179562(GCC1)	8207	12	113	0.096
7	127591347	127591348	+		protein_coding	ENSG00000004059(ARF5)	2963	25	2765	0.008960573
7	127703201	127703202	+		protein_coding	ENSG00000197157(SND1)	51009	35	2378	0.014504766
7	128570504	128570505	-		pseudogene	ENSG00000213280	184	7	10	0.411764706
7	128955259	128955260	-		protein_coding	ENSG00000064419(TNPO3)	99914	32	363	0.081012658
7	129205366	129205367	+		protein_coding	ENSG00000128602(SMO)	16735	9	237	0.036585366
7	130202075	130202076	-		protein_coding	ENSG00000146842(TMEM209)	5695	13	266	0.046594982
7	130554682	130554683	-		protein_coding	ENSG00000158623(COPG2)	114066	13	767	0.016666667
7	133035301	133035302	-		protein_coding	ENSG00000106554(CHCHD3)	46789	6	15	0.285714286
7	134293042	134293043	-		protein_coding	ENSG00000205060(SLC35B4)	23888	135	60	0.692307692
7	139715975	139715976	-		protein_coding	ENSG00000064393(HIPK2)	62023	13	59	0.180555556
7	143876023	143876024	-		protein_coding	ENSG00000198420(TCAF1)	26175	13	329	0.038011696
7	148383709	148383710	+		protein_coding	ENSG00000174469(CNTNAP2)	2267709	10	42	0.192307692
7	148416175	148416176	+		protein_coding	ENSG00000174469(CNTNAP2)	2300175	8	79	0.091954023
7	149294510	149294511	+		protein_coding	ENSG00000204946(ZNF783)	32341	8	3	0.727272727
7	149879458	149879459	+		protein_coding	ENSG00000171130(ATP6V0E2)	6492	60	760	0.073170732
7	149879532	149879533	+		protein_coding	ENSG00000171130(ATP6V0E2)	6566	10	318	0.030487805
7	149880291	149880292	+		protein_coding	ENSG00000171130(ATP6V0E2)	7325	66	584	0.101538462
7	151074484	151074485	+		protein_coding	ENSG00000164889(SLC4A2)	17276	24	821	0.028402367
7	151076071	151076072	+		protein_coding	ENSG00000164889(SLC4A2)	18863	16	629	0.024806202
7	151080394	151080395	-		protein_coding	ENSG00000164896(FASTK)	472	9	182	0.047120419
7	151218612	151218613	-		protein_coding	ENSG00000285292(ABCF2-H2BK1)	8554	26	221	0.105263158
7	151238231	151238232	+		protein_coding	ENSG00000033100(CHPF2)	5750	14	89	0.13592233
7	155003664	155003665	+		lncRNA	ENSG00000273344(PAXIP1-DT)	245	26	227	0.102766798
7	156633591	156633592	+		pseudogene	ENSG00000234450	238	4	3	0.571428571
7	158646537	158646538	-		protein_coding	ENSG00000146918(NCAPG2)	58267	17	887	0.01880531
7	158829235	158829236	-		protein_coding	ENSG00000117868(ESYT2)	1018	30	209	0.125523013
8	1763092	1763093	-		lncRNA	ENSG00000253982(CLN8-AS1)	1416	7	108	0.060869565
8	1843368	1843369	+		protein_coding	ENSG00000104728(ARHGEF10)	19444	5	36	0.12195122
8	21987269	21987270	+		protein_coding	ENSG00000130227(XPO7)	67609	16	825	0.01902497
8	22081938	22081939	+		protein_coding	ENSG00000158856(DMTN)	32945	6	30	0.166666667
8	22197325	22197326	+		protein_coding	ENSG00000168487(BMP1)	32187	9	90	0.090909091
8	22412170	22412171	+		protein_coding	ENSG00000104635(SLC39A14)	44894	12	136	0.081081081
8	27598127	27598128	-		protein_coding	ENSG00000120885(CLU)	16573	7	41	0.145833333
8	28751494	28751495	+		protein_coding	ENSG00000012232(EXTL3)	151027	6	80	0.069767442
8	37749604	37749605	+		protein_coding	ENSG00000147475(ERLIN2)	13005	12	420	0.027777778
8	38060237	38060238	+		protein_coding	ENSG00000187840(EIF4EBP1)	29705	72	7731	0.00922722
8	38468294	38468295	-		protein_coding	ENSG00000077782(FGFR1)	540	13	130	0.090909091
8	38850800	38850801	+		protein_coding	ENSG00000147526(TACC1)	122616	7	161	0.041666667
8	43126374	43126375	+		protein_coding	ENSG00000185900(POMK)	32878	10	74	0.119047619
8	43130761	43130762	+		protein_coding	ENSG00000185900(POMK)	37265	10	239	0.040160643
8	47836442	47836443	-		protein_coding	ENSG00000253729(PRKDC)	123736	36	685	0.049930652
8	47977262	47977263	+		protein_coding	ENSG00000104738(MCM4)	17079	24	1218	0.019323671
8	47977285	47977286	+		protein_coding	ENSG00000104738(MCM4)	17102	28	1180	0.023178808
8	65841636	65841637	-		protein_coding	ENSG00000205268(PDE7A)	686	9	58	0.134328358
8	67058177	67058178	-		protein_coding	ENSG00000121022(COPS5)	25606	45	1083	0.039893617
8	67343634	67343635	-		protein_coding	ENSG00000066777(ARFGEF1)	147	7	61	0.102941176
8	72062878	72062879	-		protein_coding	ENSG00000104321(TRPA1)	12706	3	0	1.0
8	73617335	73617336	-		protein_coding	ENSG00000040341(STAU2)	130373	28	530	0.050179211
8	74315541	74315542	-		protein_coding	ENSG00000104369(JPH1)	5999	45	135	0.25
8	80559669	80559670	+		pseudogene	ENSG00000188856(RPSAP47)	801	6	15	0.285714286
8	85177566	85177567	+		protein_coding	ENSG00000133740(E2F5)	414	11	163	0.063218391
8	90645994	90645995	-		protein_coding	ENSG00000180694(TMEM64)	145638	5	23	0.178571429
8	97729708	97729709	+		protein_coding	ENSG00000147649(MTDH)	85526	7	61	0.102941176
8	97776041	97776042	+		protein_coding	ENSG00000104341(LAPTM4B)	986	41	2808	0.014391014
8	100721469	100721470	-		protein_coding	ENSG00000070756(PABPC1)	1340	1189	2770	0.300328366
